PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
1.0,5.0,459.21574847710394,319.5639307746114,0.02303163465042244,0.28789543313028054,15.986929141285065,0.8758344357896108,0.8758344357896108
0.1,5.0,563.1391441225599,334.94459333013884,0.024140150870640635,0.30175188588300794,17.718985735376,0.8977738193147626,0.8977738193147626
1.0,1.0,886.6528406270816,382.8246204128081,0.027590963633355538,0.3448870454169442,23.110880677118026,0.966071155243495,0.966071155243495
1.0,1.0,324.990320329151,299.6985674087143,0.021599896750177608,0.26999870937722015,13.749838672152517,0.8474979565139319,0.8474979565139319
1.0,1.0,771.7426564124972,365.8179131490496,0.026365255001733305,0.32956568752166626,21.195710940208286,0.9418123385759717,0.9418123385759717
0.1,5.0,346.1365123190939,302.82820382322586,0.021825456131403666,0.27281820164254583,14.102275205318232,0.8519621526006976,0.8519621526006976
0.1,1.0,827.6899417231771,374.0981113750302,0.026962026045047223,0.3370253255630903,22.128165695386286,0.9536234321415596,0.9536234321415596
1.0,1.0,601.2788643489233,340.58927192364064,0.02454697455305518,0.30683718191318976,18.354647739148724,0.9058255380292172,0.9058255380292172
1.0,5.0,468.62527636120956,320.956540901459,0.0231320029478529,0.28915003684816126,16.14375460602016,0.8778208916762553,0.8778208916762553
0.1,1.0,397.6017793504,310.4450633438592,0.0223744189797376,0.27968023724672,14.96002965584,0.8628270423073067,0.8628270423073067
0.1,5.0,807.6572628631221,371.13327490374206,0.026748344137206635,0.33435430171508296,21.79428771438537,0.9493943110488814,0.9493943110488814
0.1,1.0,955.7078436081282,393.044760854003,0.028327550331820033,0.35409437914775044,24.261797393468804,0.9806494336506049,0.9806494336506049
0.1,5.0,192.34193995147376,280.0666071128181,0.02018498069281572,0.25231225866019646,11.539032332524563,0.8194944095453112,0.8194944095453112
0.1,1.0,965.6411100003592,394.51488428005314,0.028433505173337162,0.35541881466671454,24.42735183333932,0.9827464565556314,0.9827464565556314
1.0,5.0,272.9372617735011,291.99471474247815,0.02104466412558401,0.26305830156980015,12.882287696225019,0.8365089774855169,0.8365089774855169
0.1,5.0,628.7865472184052,344.660408988324,0.02484038983699632,0.310504872962454,18.813109120306752,0.9116327155238856,0.9116327155238856
0.1,5.0,780.0005627265697,367.04008328353234,0.026453339335750076,0.33066674169687593,21.333342712109495,0.9435556743533869,0.9435556743533869
1.0,1.0,509.24688603588436,326.96853913331086,0.023565300117716098,0.2945662514714512,16.820781433931405,0.8863965648297978,0.8863965648297978
0.1,5.0,254.89661260499292,289.32469866553896,0.020852230534453255,0.2606528816806657,12.581610210083216,0.8327003959943874,0.8327003959943874
1.0,5.0,913.5594151978369,386.8067934492799,0.027877967095443594,0.34847458869304493,23.559323586630615,0.9717514320973211,0.9717514320973211
1.0,1.0,524.2009861086104,329.18174594407435,0.023724810518491846,0.29656013148114807,17.070016435143508,0.8895535415118178,0.8895535415118178
1.0,5.0,412.95754943723347,312.71771731671055,0.022538213860663823,0.2817276732582978,15.215959157287223,0.8660688159923049,0.8660688159923049
1.0,5.0,644.8937222786211,347.04427089723595,0.02501219970430529,0.31265249630381614,19.08156203797702,0.9150331191477089,0.9150331191477089
1.0,1.0,852.543802293561,377.77648273944703,0.027227133891131315,0.34033917363914146,22.542396704892685,0.958870358261974,0.958870358261974
1.0,5.0,740.7070964912051,361.22465028069837,0.02603420902923952,0.325427612865494,20.67845160818675,0.9352603870370322,0.9352603870370322
0.1,1.0,141.76109807726093,272.5806425154346,0.019645451712824114,0.24556814641030145,10.696018301287681,0.8088162318163107,0.8088162318163107
1.0,5.0,875.5557247240286,381.18224725915627,0.027472594397056304,0.3434074299632038,22.925928745400476,0.9637284307750726,0.9637284307750726
