sample_num,HF_y0_z20_T20,HF_y0_z50_T20,HF_y0_z75_T20,HF_y0_z100_T20,RMSE_T20,HF_y0_z20_T40,HF_y0_z50_T40,HF_y0_z75_T40,HF_y0_z100_T40,RMSE_T40,HF_y0_z20_T60,HF_y0_z50_T60,HF_y0_z75_T60,HF_y0_z100_T60,RMSE_T60,HF_y0_z20_T80,HF_y0_z50_T80,HF_y0_z75_T80,HF_y0_z100_T80,RMSE_T80
Case0_sample0,10.065595885714286,19.400580571428574,31.821326,35.31690471428571,2.0921882714285713,4.5738046571428566,7.944882857142858,8.186264514285714,0.8991113857142857,1.9010831142857143,3.0274642,3.329670085714285,0.5443324942857143,1.0118908100000001,1.4742874885714286,1.8803573571428571,10.782473502006253,14.32867705255898,14.256176180524943,17.27528812232578
Case0_sample1,9.907462357142858,20.723995142857145,32.000052571428576,34.15554242857143,2.3278581285714286,4.656167157142858,7.992123899999998,9.6783872,1.048716912857143,1.9377628857142857,2.8876215000000003,4.2134477142857145,0.6037196057142856,1.0477953171428571,1.390850304285714,1.9229570714285715,10.770490714106243,13.767105467057162,14.21261415379632,17.10339275937307
Case0_sample10,15.579033714285714,38.49901642857143,51.75928457142857,58.78857528571428,3.870607757142857,8.788788057142858,15.679628628571427,20.51462228571429,1.4877733285714285,3.3846813142857144,5.818956157142857,8.14483207142857,0.8088497257142857,1.6580479000000001,2.320478885714286,3.506310157142857,8.026888372249491,6.538752009670917,6.1491913153474895,6.138290801763301
Case0_sample11,16.208168714285712,34.00945214285714,58.19302414285715,66.97901,3.7486885285714284,8.571588828571427,16.597552,21.811815000000003,1.4072758457142858,3.273133557142857,6.468036785714285,8.185979971428573,0.7468053471428571,1.5500701000000003,2.6335823142857144,3.378113614285714,7.8379324505257255,7.672922677014298,6.349955806030999,6.906273874595684
Case0_sample12,10.151491342857144,23.236009857142854,33.86429928571429,40.460381,2.3059139714285712,5.3131892857142855,9.213802799999998,10.603907757142858,0.9468460842857143,2.117056,3.740446514285714,4.256107528571429,0.55377263,1.0252011057142858,1.8484748,1.9991914000000002,10.69139941980332,12.59026049243953,13.00359748220151,14.634132400134018
Case0_sample13,17.021096142857143,42.34375571428571,54.65251014285714,60.66466914285714,3.840469214285714,10.949659528571429,16.426997,22.36816042857143,1.3739390714285715,4.204337442857143,6.374873914285715,10.297661200000002,0.75491305,1.7539464999999999,2.791098757142857,4.6995808285714284,7.517872224209755,5.15849666045906,5.769861681735091,4.6510088212676175
Case0_sample14,13.182668285714284,29.659986,42.15390285714285,51.70282314285714,3.158862157142857,6.94464607142857,11.706794514285717,16.073805142857147,1.2675825285714286,2.710241742857143,4.8989986142857145,7.342139842857143,0.6693237085714285,1.3613809814285713,2.3567624857142855,3.200565171428572,9.194789244124346,9.664433547720359,9.330421294465319,8.88740166991045
Case0_sample15,12.289756157142858,24.256663428571432,41.86360557142858,46.440413428571425,2.720097071428572,5.981302528571428,10.907069714285713,13.999877142857143,1.10181764,2.7862393714285716,4.159913028571428,5.323525828571428,0.5895291828571428,1.5041948285714286,2.0805409142857143,2.4359934999999995,9.691184978379953,11.87106098053074,9.87785868650565,11.480053734223867
Case0_sample16,12.959579142857143,26.786563285714287,43.023255285714285,48.167652,3.4764845142857146,6.051952599999999,11.34503222857143,15.550732857142858,1.3057821714285713,2.3335298000000004,4.535455671428571,6.3639977285714275,0.7017528271428571,1.1604029800000002,2.213894257142857,2.7580316714285718,9.203229333953711,11.014527463487758,9.333155342675978,10.223967974394327
Case0_sample17,11.504479842857142,22.988801428571428,34.54266471428571,40.66189457142857,2.8057846285714283,4.860980528571429,9.389329171428571,10.742699957142857,1.0143632785714287,1.9090638000000002,3.9813181857142856,4.0595010714285715,0.5764529057142858,1.0153112128571429,1.9843949857142857,2.0397186428571428,10.006830380670678,12.8360616848032,12.658406501098652,14.561891951924707
Case0_sample18,15.344318571428571,34.25939557142857,45.41792328571428,53.38408499999999,3.372547814285714,8.697788285714285,12.3312672,17.842683857142855,1.3130930142857145,3.392481214285714,5.0890768,7.007153128571429,0.76210745,1.6776483,2.4639711142857146,3.119919842857143,8.276670254297613,7.517345412999191,8.284104872827445,8.042790076530645
Case0_sample19,12.339119714285715,25.16245,37.84693714285714,46.22403028571428,3.0670988571428572,6.518147542857143,9.615266942857144,12.943525285714287,1.2475506457142858,2.6204886428571434,4.051220157142857,5.235012614285714,0.6801534614285715,1.4234771714285714,1.8833949285714287,2.513116457142857,9.560841860261007,11.419549271167051,11.499324892132226,11.892128856318829
Case0_sample2,8.848995571428572,17.868063,28.533225714285717,34.14306942857143,1.9073461142857144,5.15503982857143,8.437526485714285,9.66369067142857,0.6925090528571428,2.313651657142857,4.003885185714286,4.433338728571429,0.3857534257142857,1.0909846942857142,1.7720500442857143,2.2126391599999997,11.374014153693997,14.765477304654219,15.159261704166422,17.047508570235888
Case0_sample3,10.167775542857143,22.817714571428574,33.05737728571428,37.62579914285714,2.2963056714285712,5.468168342857142,8.825082557142856,10.7879702,0.959199567142857,2.0764681142857144,3.6888589285714284,4.617861985714286,0.4761636514285715,1.0998264985714286,1.7412391114285712,2.3388201142857143,10.691318060252964,12.71324724349608,13.420713434899815,15.429567104664516
Case0_sample4,14.042517142857141,29.276972285714287,40.562272,50.189294000000004,3.4313311714285715,7.000161157142856,10.984157842857144,14.3598285,1.3543493214285713,2.4649183714285714,4.410904985714286,5.710396042857142,0.73678683,1.0698444357142858,2.025779185714286,2.5117974142857142,8.76595513117446,9.86254319851525,10.157555721705387,10.313511128355183
Case0_sample5,15.84733657142857,33.38664657142857,49.07109057142858,56.607882000000004,3.491697257142857,7.570855785714286,15.165049557142854,19.473645428571427,1.2075201685714287,2.8711043,5.98397152857143,7.662185885714286,0.6267983771428571,1.4770565285714288,2.610653028571428,3.238513057142857,8.087744349648082,8.265091332494857,6.409398933408021,6.820606155627599
Case0_sample6,14.327726571428574,33.63786128571429,42.47218157142857,50.67455028571429,3.5044986714285713,8.346291985714286,11.014209,15.804843142857143,1.4438606,3.0332012714285717,4.541769485714285,6.884400742857141,0.7613345728571428,1.4521362714285715,1.9696648428571428,3.5007694,8.618382124551472,7.917490233023977,9.61518129809465,9.278843655460692
Case0_sample7,16.948841714285713,36.811218571428576,54.29473171428572,66.44049228571429,3.8406340714285716,9.35601257142857,15.845009000000001,23.008140285714287,1.375582142857143,3.512473585714286,6.861304328571428,9.4166479,0.7749774557142857,1.6912972142857146,3.1712148999999994,4.276559814285714,7.541791101650089,6.6289233172656195,5.73271648458338,5.960847813052215
Case0_sample8,14.470749999999999,26.25091814285714,43.253443142857144,47.136196999999996,3.602091814285714,5.7931415428571436,10.878976457142857,15.275370185714284,1.2129274857142855,2.349098585714285,4.427341714285714,6.359719742857143,0.57177377,1.341769057142857,1.9089614428571429,2.753472857142857,8.594900341969685,11.257741867752802,9.507832717272219,10.601219089083393
Case0_sample9,19.931258285714286,44.32633328571428,57.25169028571429,71.49100257142857,4.8013671,12.377523528571428,19.549738142857144,28.62074457142857,1.596100642857143,5.315081014285715,8.190867542857143,10.756766557142857,0.8345457142857143,2.5118594714285716,3.4805219857142857,4.2289103571428575,6.190874017816319,4.254651529898574,4.664734684091838,6.95190677114681
Case1_sample0,10.3560745,21.064017714285715,28.672672428571428,35.42756342857143,2.1508066857142856,5.823321714285714,7.684741385714285,8.787530242857143,0.8226830528571428,2.1145679142857143,3.066926542857143,3.3251922,0.5131198657142857,0.9122648714285714,1.5078460985714286,1.577357285714286,10.662230259218063,13.339030196822891,15.47554259947439,17.091488810890453
Case1_sample1,9.676807914285714,18.618466,25.376338428571426,34.142177,2.0602730714285715,5.028428871428571,7.361269000000001,9.287391342857143,0.8123279357142857,1.8307389428571432,3.2824253000000003,3.9097517285714285,0.5034201071428571,0.8178110185714286,1.5320797714285714,1.7407924285714282,10.967166969817193,14.57197410318635,16.804648080085897,17.286887023459656
Case1_sample10,9.61905567142857,21.22691785714286,30.45216942857143,35.207026285714285,2.328385657142857,5.3132781571428565,7.738214085714286,10.616430628571427,0.9291413914285714,2.1018013285714283,3.341958328571429,4.330880371428571,0.5290895328571429,1.059143512857143,1.7221264428571428,1.9678705285714284,10.914132310747922,13.381106423641182,14.732173949296245,16.434669103346348
Case1_sample11,11.1079575,25.34015157142857,39.64265985714286,43.173955,2.7797916571428574,7.200664885714285,10.437610857142857,13.443953457142857,1.1144648957142858,2.7830220857142858,3.9383767285714293,5.769602771428572,0.57933504,1.3256042371428571,1.999135657142857,2.333432857142857,10.161763264841236,11.163722229930208,10.70438563233813,12.553949303777774
Case1_sample12,16.540693142857144,34.06039128571428,55.371227714285716,61.294538857142854,4.025505357142857,8.052455942857144,13.888479457142854,21.092477714285714,1.5141975714285716,3.126780842857143,5.154343414285714,9.057418557142856,0.8572868500000002,1.4900496285714284,2.5498854428571427,3.8697627714285714,7.6113263434581295,7.8643293697768435,7.138937504028594,5.670121112421921
Case1_sample13,14.608941142857143,35.26779685714286,52.53761971428571,60.19318614285715,3.5889021428571426,8.587388457142858,16.730489,20.391258,1.3887864142857143,3.3775342428571427,5.809461871428573,8.507413557142856,0.7332721085714287,1.7415353357142855,2.2569971428571427,4.0073408,8.498526554000142,7.276374017630278,5.811072001862668,5.979455403939726
Case1_sample14,13.613665857142857,28.16169728571428,40.82540314285715,48.96838257142857,3.002748442857143,7.145190900000001,11.092811957142857,14.87422342857143,1.1249933657142857,2.8686735,4.6440652,5.4694142,0.5446058442857142,1.5060028714285714,2.064534528571429,2.4244491,9.094142300869214,10.084526661807944,9.992774755299079,10.49819865558838
Case1_sample15,18.301431142857144,44.025273428571424,63.19453714285715,68.22832585714285,4.263172142857142,10.822962257142859,19.043806,26.12486157142857,1.4699148285714287,4.344259157142858,6.938452114285714,10.391832542857143,0.7773448885714285,2.0320686714285716,2.974092028571428,4.587308,6.925196026023682,5.1460410994030195,7.185737615422767,5.733462746776775
Case1_sample16,10.082673785714288,19.843859000000002,34.219892,45.989024428571426,2.4194325285714284,5.872494942857143,8.2955164,14.298781571428568,0.8573273257142857,2.4632225285714284,3.467671371428572,5.356113257142858,0.4727046942857142,1.2104577257142857,1.7704329857142855,2.237739785714286,10.714474608121066,13.750180523071284,13.210826149088378,11.533607088011362
Case1_sample17,17.866257571428573,37.77131128571428,55.14428085714286,61.22521457142857,4.851071885714285,9.893041357142858,18.672189142857142,24.764639142857146,1.900141557142857,3.5679240142857145,7.503985214285714,10.2603308,0.7800887271428572,1.6710377857142855,3.2563372285714287,4.560676028571428,6.8439155877391,6.239128615801237,4.6852897060274215,4.0540284313212736
Case1_sample18,17.088582,42.314187000000004,57.04475828571429,65.62334557142857,3.7500099999999996,10.98955587142857,17.098507,22.15950385714286,1.3232941714285715,4.265901371428571,6.995877757142856,8.577372628571428,0.6433393185714287,1.6752345000000002,3.236105785714286,3.613144628571429,7.539123652076702,5.143471839765014,5.685175934634305,6.3041041557052
