PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
0.1,1.1,386.7009999850497,293.02555061767737,0.02111895860307577,0.27266406170152796,15.059837898006851,0.860000846615292,0.8400761865438656
0.11000000000000001,1.1,381.6206316319383,291.3067100966391,0.020995078205163102,0.27045029719105634,14.945130968861772,0.9054519164642908,0.8538577263879235
0.11000000000000001,1.0,452.2397627325495,315.1992737179176,0.022717064772462433,0.30122250017415897,16.53960268910307,0.8178447225707033,0.8331539297941064
0.11000000000000001,1.0,400.02769785272073,297.5343709855073,0.02144391862958603,0.27847115455989513,15.36073430586449,0.9499098473205945,0.9281174509038147
0.1,1.1,411.3406728085583,301.3618886802972,0.021719775760742056,0.28340077003743214,15.616163937435317,0.8794588737689464,0.8734232509929003
0.11000000000000001,1.0,469.967198171139,321.19699519165215,0.023149332986785634,0.30894720923223185,16.939861004926353,0.9371030165636749,0.8867048328822034
0.1,1.0,477.7601016003331,323.8335674359528,0.023339356211600094,0.3123429576988793,17.115812817739215,0.8974490473467978,0.8836127349767728
0.11000000000000001,1.1,333.8103248621685,275.13105374903944,0.01982926513506585,0.24961701247522342,13.865647535798129,0.9274740453470922,0.9388752595414109
0.11000000000000001,1.0,433.08550849851537,308.71881678263196,0.022250004813162572,0.2928760565108986,16.107128992209688,0.9122468997476321,0.8967019010272035
0.11000000000000001,1.0,369.4708814336377,287.19608631705785,0.020698817031859953,0.2651560578897622,14.670808235103033,0.8864723020831878,0.9204095324718102
0.1,1.0,360.7671076642714,284.25133940090666,0.020486583019885096,0.26136339874802966,14.4742903663847,0.9680098980224716,0.8572276856483495
0.1,1.1,428.0978644327351,307.03134766053006,0.02212838541697505,0.2907026964991336,15.994515635325055,0.9184162683197243,0.9056116714394129
0.1,1.0,459.42190713334855,317.62920792071634,0.022892195165456933,0.3043521111154275,16.701764499355992,0.8665477666037626,0.8645674712071619
0.11000000000000001,1.1,344.43055210273474,278.72419417802826,0.020088230211029002,0.25424476395389534,14.105435985949036,0.8192755470437948,0.8947164594259389
0.11000000000000001,1.1,357.77726080222334,283.23978480860234,0.02041367818440371,0.26006057650859626,14.40678420771226,0.8348313271483909,0.9128052929507574
0.11000000000000001,1.1,324.5131533556236,271.98554263532174,0.019602561631374485,0.24556578097025744,13.655731655860452,0.9613590402314394,0.874962071421109
0.11000000000000001,1.1,418.59782743852935,303.81720108649216,0.021896735213440793,0.2865630665974829,15.780019363671324,0.9770417846631629,0.8440653391874414
0.11000000000000001,1.1,406.342290425232,299.670786464285,0.021597894519948386,0.28122273081647736,15.503308125802468,0.8503404546061062,0.9335503675394259
0.11000000000000001,1.1,342.5167066637684,278.0766830404776,0.020041562741655982,0.25341080806392197,14.062224289886151,0.8400233924839143,0.8476138798740364
0.1,1.0,444.9707240320207,312.7399405753095,0.02253981553695915,0.29805502514439663,16.3754789387723,0.9875869963944361,0.9071206242052251
