CASE0__sample0,CASE0__sample1,CASE0__sample10,CASE0__sample11,CASE0__sample12,CASE0__sample13,CASE0__sample14,CASE0__sample15,CASE0__sample16,CASE0__sample17,CASE0__sample18,CASE0__sample19,CASE0__sample2,CASE0__sample3,CASE0__sample4,CASE0__sample5,CASE0__sample6,CASE0__sample7,CASE0__sample8,CASE0__sample9,CASE1__sample0,CASE1__sample1,CASE1__sample10,CASE1__sample11,CASE1__sample12,CASE1__sample13,CASE1__sample14,CASE1__sample15,CASE1__sample16,CASE1__sample17,CASE1__sample18,CASE1__sample19,CASE1__sample2,CASE1__sample3,CASE1__sample4,CASE1__sample5,CASE1__sample6,CASE1__sample7,CASE1__sample8,CASE1__sample9,CASE2__sample0,CASE2__sample1,CASE2__sample10,CASE2__sample11,CASE2__sample12,CASE2__sample13,CASE2__sample14,CASE2__sample15,CASE2__sample16,CASE2__sample17,CASE2__sample18,CASE2__sample19,CASE2__sample2,CASE2__sample3,CASE2__sample4,CASE2__sample5,CASE2__sample6,CASE2__sample7,CASE2__sample8,CASE2__sample9,CASE3__sample0,CASE3__sample1,CASE3__sample10,CASE3__sample11,CASE3__sample12,CASE3__sample13,CASE3__sample14,CASE3__sample15,CASE3__sample16,CASE3__sample17,CASE3__sample18,CASE3__sample19,CASE3__sample2,CASE3__sample3,CASE3__sample4,CASE3__sample5,CASE3__sample6,CASE3__sample7,CASE3__sample8,CASE3__sample9,CASE4__sample0,CASE4__sample1,CASE4__sample10,CASE4__sample11,CASE4__sample12,CASE4__sample13,CASE4__sample14,CASE4__sample15,CASE4__sample16,CASE4__sample17,CASE4__sample18,CASE4__sample19,CASE4__sample2,CASE4__sample3,CASE4__sample4,CASE4__sample5,CASE4__sample6,CASE4__sample7,CASE4__sample8,CASE4__sample9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15197031,0.15497017,0.19714177,0.20587792,0.16200357,0.20203083,0.18697297,0.16887199,0.17350971,0.1651701,0.19205608,0.17129692,0.14775716,0.15673737,0.18010361,0.19557497,0.18535984,0.20684566,0.17940375,0.21575862,0.15012213,0.14579024,0.15329388,0.17054862,0.20063009,0.19506769,0.18521409,0.21404867,0.16194336,0.2068411,0.20638621,0.16877362,0.18001202,0.18959491,0.19309755,0.17625206,0.19971634,0.16453136,0.15665007,0.17896645,0.19576685,0.20215054,0.18853515,0.16856983,0.19977242,0.1931634,0.16336062,0.21176321,0.17727673,0.1742708,0.14822459,0.18068545,0.15967177,0.17218178,0.20536619,0.1495981,0.2162868,0.18484717,0.15544236,0.15838204,0.16416749,0.18706745,0.15140438,0.15551189,0.1570102,0.1709752,0.1766601,0.21089651,0.14572209,0.20368549,0.17498277,0.19090862,0.20167478,0.1851511,0.15963819,0.19352667,0.19849054,0.18043126,0.21645041,0.16939457,0.18843997,0.17025602,0.21399892,0.19931999,0.1534304,0.16532708,0.20605042,0.20330419,0.21348863,0.15756482,0.17712501,0.19543885,0.19294298,0.1850501,0.16200534,0.18099282,0.16886152,0.15051604,0.17507952,0.14686528
0.71182176,0.72658068,0.95730042,1.0084459,0.75570273,0.98587689,0.8994482,0.80218678,0.82808118,0.78215998,0.92851749,0.81557085,0.68922511,0.73595146,0.84888156,0.9327745,0.87717779,1.0135304,0.84509781,1.0270792,0.69434743,0.67185946,0.7109129,0.80116264,0.96049745,0.92977763,0.87653109,0.99909386,0.76443117,1.0139678,0.99214292,0.80158013,0.84836187,0.9143827,0.93388702,0.83889705,0.97248293,0.77840818,0.73540273,0.85444634,0.93354425,0.96884351,0.89415431,0.800739,0.95575832,0.93438901,0.76291304,0.98750567,0.84458767,0.83200103,0.69166396,0.8520756,0.75191081,0.82050079,0.98646215,0.69176471,1.0295185,0.87432267,0.72891279,0.73674495,0.77639803,0.88625561,0.70110097,0.72162317,0.72951858,0.81405077,0.84116745,0.98288195,0.6783765,0.97727092,0.82151479,0.90726933,0.98342771,0.88909735,0.74327737,0.92160517,0.96551054,0.86255263,1.0312678,0.7949822,0.90737698,0.79944337,1.0174832,0.96983435,0.71972436,0.77326657,1.0088616,0.97491895,0.99606801,0.7405826,0.8438518,0.94737136,0.91827981,0.88861609,0.75575394,0.86538399,0.79210715,0.70407131,0.82200249,0.68456039
1.5868202,1.6119429,2.1515559,2.274566,1.730155,2.2182935,2.0271752,1.7972043,1.8604082,1.7470977,2.0979611,1.8305089,1.5312799,1.6354678,1.9512165,2.1693664,2.0245517,2.2901627,1.9421078,2.3428238,1.5775107,1.5195377,1.6202671,1.8483218,2.242485,2.1623684,2.022833,2.3278027,1.7037693,2.2881501,2.3263326,1.7957364,1.9504777,2.0636079,2.1137718,1.8816622,2.186111,1.7388912,1.6341265,1.9177883,2.1722074,2.2645959,2.0694145,1.7926021,2.2299594,2.1149108,1.7488858,2.3363073,1.8956266,1.8714071,1.5373312,1.9594626,1.6740984,1.8427673,2.3112611,1.5706548,2.3526795,2.0177822,1.6185181,1.6808179,1.7339877,2.0489199,1.5947913,1.641784,1.6621315,1.8255942,1.8871964,2.3250772,1.5044669,2.2870612,1.898291,2.1027327,2.2151606,2.0020759,1.6979489,2.1402547,2.1691376,1.9374909,2.3531166,1.8322075,2.0486094,1.8440898,2.3180181,2.1824265,1.6060776,1.7758381,2.2786171,2.2818105,2.3209385,1.6459442,1.8937178,2.1277975,2.1316285,2.0008813,1.7302767,1.9463187,1.8249408,1.5679313,1.8995679,1.5192462
2.5297905,2.5872673,3.194901,3.2381655,2.650333,3.21102,3.0650084,2.7547548,2.8350619,2.7294097,3.1744571,2.7956643,2.4337146,2.6018494,2.9752156,3.1992708,3.0229072,3.2691617,2.9622553,3.3687281,2.4724342,2.3947277,2.5452958,2.8404681,3.3095678,3.1906786,3.0200169,3.4260055,2.6928078,3.2537612,3.4344424,2.7527597,2.9757197,3.1198284,3.2054933,2.8889858,3.2329949,2.7213526,2.5998662,2.9051832,3.2058427,3.3425317,3.06851,2.7416169,3.2910586,3.206755,2.680515,3.4800938,2.8783435,2.8569949,2.4438161,2.9888831,2.6478383,2.8141093,3.4120147,2.4593591,3.3929654,3.0134784,2.5711799,2.5684059,2.7136575,3.0362264,2.5006616,2.5908209,2.5384886,2.7937533,2.8654585,3.4647295,2.3884886,3.3745856,2.918612,3.1180286,3.2173058,3.0285708,2.5974562,3.1742304,3.2100235,2.9345258,3.3803576,2.8143259,3.1060053,2.835258,3.345144,3.2361919,2.5298389,2.7246144,3.2549,3.3691249,3.4174504,2.6152174,2.8751527,3.162077,3.1611567,3.0265953,2.6504663,2.9525572,2.8038688,2.4958852,2.9206882,2.4094369
2.6599683,2.7230285,3.252783,3.3598659,2.8090026,3.3358298,3.1104508,2.91318,2.9187531,2.8058095,3.1941935,2.8915195,2.5810422,2.726992,3.1208226,3.2815993,3.1637905,3.3552159,3.1110791,3.4425457,2.6451349,2.5655191,2.6611283,2.9824433,3.3773527,3.2763556,3.1612031,3.5242203,2.7941969,3.345549,3.4808961,2.9114499,3.1238469,3.1342614,3.2329917,2.9841906,3.2782714,2.8027327,2.7255243,2.9649979,3.2905848,3.4045235,3.2391908,2.8584433,3.3618054,3.2333147,2.8391378,3.5280021,2.9486279,2.9440662,2.5895817,3.1331912,2.7593896,2.9078711,3.4605151,2.6312844,3.4725049,3.1587682,2.7010494,2.7243746,2.795637,3.2096809,2.6687074,2.7091294,2.6975518,2.944344,2.9381416,3.5208565,2.5497088,3.4292264,2.9861233,3.2783229,3.3505632,3.0685828,2.7513514,3.3142403,3.2588119,2.9894663,3.454065,2.9589669,3.1506216,2.9800759,3.4482638,3.2911179,2.6521327,2.8795699,3.341459,3.4283816,3.5212218,2.7162193,2.9456663,3.2481569,3.3186128,3.0660013,2.8090306,3.0112622,2.9516517,2.6323251,2.988249,2.5655046
2.5213233,2.5740858,3.1952978,3.3532023,2.5655841,3.282138,3.0036787,2.7538738,2.775673,2.6870407,3.0833264,2.7454904,2.4537857,2.5674891,2.8692441,3.0294276,2.9518116,3.3503421,2.8601101,3.4335934,2.3962695,2.3483211,2.4450833,2.7147416,3.130574,3.022669,2.9496089,3.2966546,2.6460107,3.3502339,3.2236405,2.752521,2.8700013,3.0579931,3.1033775,2.8431993,3.2386433,2.6783082,2.5663419,2.8807852,3.0330924,3.1556298,2.9617463,2.7332991,3.1174721,3.1040863,2.5872087,3.2584605,2.8554598,2.820387,2.4584209,2.8787709,2.6117506,2.7591101,3.2083056,2.3772704,3.4396601,2.9353468,2.5459784,2.5167514,2.6720018,2.9383377,2.4289548,2.4784408,2.5013621,2.7874996,2.8459214,3.2456895,2.4220584,3.1822759,2.7990485,2.9970435,3.275779,2.9802911,2.5355866,2.9998328,3.2188471,2.9100216,3.4518766,2.696503,3.0137385,2.7117407,3.4209637,3.2322115,2.5065255,2.6191371,3.33792,3.1763969,3.288295,2.5998127,2.8526196,3.1457493,3.0280964,2.9778862,2.5656035,2.9213845,2.6896563,2.4965226,2.8007744,2.4308343
2.7960368,2.8555887,3.6522418,3.8296975,2.9507026,3.7500696,3.4830029,3.1046789,3.1904333,3.0283748,3.5531452,3.1476642,2.7163989,2.8588816,3.3333258,3.6161511,3.4184511,3.850715,3.3175797,3.966014,2.7267347,2.6441219,2.7876096,3.1243218,3.7352495,3.5984845,3.4163041,3.9223352,2.9959078,3.8552031,3.8439766,3.1026592,3.3098508,3.5182082,3.5671214,3.2672197,3.7076166,3.0187388,2.8571558,3.3285319,3.6176181,3.7653313,3.4736876,3.1033484,3.7100266,3.5684581,2.9770737,3.8802455,3.288541,3.2262,2.7271576,3.3451111,2.9345038,3.1663415,3.824852,2.7078627,3.9606387,3.4003973,2.8344191,2.8837206,3.0123637,3.446844,2.7526331,2.8412776,2.8724062,3.1432312,3.2767603,3.8600235,2.677261,3.7924787,3.2120611,3.5216407,3.7399625,3.4479246,2.9062451,3.5743475,3.6841049,3.3545158,3.9915502,3.1027521,3.4724185,3.1157984,3.9269383,3.6951426,2.7961519,3.0140261,3.8331275,3.7811965,3.916348,2.9096767,3.284893,3.616049,3.5531032,3.446015,2.9502996,3.3590822,3.0906265,2.7700161,3.2139246,2.6701904
3.1340695,3.203102,4.1163216,4.3409715,3.3468748,4.2103179,3.8839097,3.4948551,3.5924085,3.4262314,4.0109953,3.5602643,3.0434034,3.2510187,3.756205,4.0799999,3.8697295,4.343421,3.7294694,4.4761906,3.0873776,2.9943067,3.1599546,3.5427234,4.1933152,4.0892269,3.8670734,4.4219629,3.3515105,4.3458925,4.3189174,3.4923894,3.7394319,3.952809,4.013573,3.6536734,4.1762657,3.4202911,3.2489519,3.7150189,4.0952408,4.2284993,3.9385383,3.5014493,4.1847118,4.0154861,3.3664183,4.3568234,3.6779806,3.6248881,3.0525823,3.7696256,3.2985499,3.5813587,4.3098915,3.0787681,4.4591246,3.8543163,3.2092539,3.2575366,3.4002955,3.9075833,3.1153334,3.1953864,3.2292913,3.5496327,3.6642874,4.337918,3.0022906,4.2723673,3.6278772,3.9926153,4.2144483,3.8617488,3.2953888,4.0341048,4.1484237,3.7456877,4.4613639,3.5107428,3.9325251,3.5357241,4.4358802,4.1685346,3.1528039,3.4206349,4.3258367,4.2484944,4.3951299,3.2590041,3.6749502,4.0653162,4.0218678,3.8596115,3.3468674,3.7795918,3.497666,3.1014454,3.6298299,3.0337343
3.5623793,3.6343922,4.7030721,4.9279068,3.8034033,4.8139755,4.4310595,3.9720223,4.1029142,3.8787741,4.5858363,4.0330021,3.458313,3.6909729,4.2643962,4.6807568,4.4117847,4.9519796,4.2553787,5.0809331,3.5235722,3.4088306,3.5857126,4.047301,4.8099058,4.6723971,4.4079204,5.0659895,3.7964291,4.9394837,4.9648669,3.9692747,4.272143,4.498523,4.593488,4.1795743,4.7522846,3.8857662,3.6886766,4.2342684,4.7035485,4.8501076,4.4885643,3.9748278,4.8079195,4.5955111,3.8382497,5.0094198,4.2056133,4.1312348,3.4717194,4.2916535,3.7508434,4.0568517,4.9290739,3.5100248,5.1141317,4.3970633,3.6452939,3.7116778,3.8538443,4.4515099,3.5562978,3.6534419,3.6880303,4.0366282,4.1892339,4.9753252,3.4075565,4.8967244,4.1336607,4.5496776,4.8013716,4.414276,3.7582607,4.6175079,4.7201947,4.2605358,5.1000338,4.0077587,4.5085249,4.0401275,5.0338953,4.7612468,3.6000055,3.9022593,4.9361442,4.8850706,5.0379263,3.6994288,4.2015688,4.6517015,4.6004274,4.4132673,3.8035248,4.3029953,3.980808,3.5289983,4.1364458,3.4442854
