sample_num,HF_y0_z20_T20,HF_y0_z50_T20,HF_y0_z75_T20,HF_y0_z100_T20,RMSE_T20,HF_y0_z20_T40,HF_y0_z50_T40,HF_y0_z75_T40,HF_y0_z100_T40,RMSE_T40,HF_y0_z20_T60,HF_y0_z50_T60,HF_y0_z75_T60,HF_y0_z100_T60,RMSE_T60,HF_y0_z20_T80,HF_y0_z50_T80,HF_y0_z75_T80,HF_y0_z100_T80,RMSE_T80
Case0_sample0,10.027772742857143,20.62255442857143,31.129609857142857,41.315969,2.0959018428571428,5.703292657142858,7.844560728571429,11.748993814285713,0.8192170085714287,2.281505857142857,3.2654905142857147,4.6857094,0.48336458142857147,1.2153240571428572,1.6249029142857143,2.053379857142857,10.8136404217097,13.493343989732766,14.477033783712894,13.91672559734762
Case0_sample1,13.321342528571426,27.181969857142857,42.365254285714286,50.77477285714286,3.2876260428571427,6.456602557142858,11.374740142857144,14.768445714285713,1.2849043785714287,2.754609042857143,4.583164785714286,6.220190971428571,0.6616101514285715,1.3700927285714286,2.090178257142857,3.0876267,9.106737345131991,10.662398060065048,9.493081386035115,9.835952919826012
Case0_sample10,14.169073314285713,24.616310428571428,41.935618,49.35419842857143,3.3904489285714283,5.821962928571429,10.659891799999999,12.701795885714287,1.31476769,2.353758857142857,4.443671285714286,4.943768014285714,0.7009868642857143,1.1674105542857143,2.058909642857143,2.0268232285714287,8.735279564742797,11.877149193876805,9.883446388023081,11.331514680269729
Case0_sample11,8.364776585714285,20.499389,29.825541142857137,34.89112885714286,1.9229940142857145,5.487077642857143,7.3746556285714275,8.852230242857143,0.8715563485714286,2.0321385000000003,2.929520028571428,3.7652479142857147,0.5170557757142856,1.0799841314285714,1.2732810385714288,1.8889643428571428,11.5410784572865,13.642919675520451,15.175502133100784,17.151715668494298
Case0_sample12,11.931209028571429,28.074731000000003,44.86352014285713,48.45624014285714,2.5547359714285713,7.208650771428571,11.940308128571429,14.515935142857142,1.197492002857143,2.6831743285714285,4.756320971428571,5.7249361,0.7525061228571429,1.3010618328571426,2.2386928857142854,2.6227017142857143,9.8475411370104,10.15647619192589,8.651013985273297,10.653902703328164
Case0_sample13,11.101589857142857,28.63334,36.65855842857143,37.91045114285715,2.7218716,6.315673928571428,9.27795392857143,11.529424742857143,1.1587777342857142,2.243207885714286,3.5431538857142852,5.169784900000001,0.5712225557142857,1.19217643,1.900625457142857,2.6201529999999997,10.1715912339592,10.304954283819205,12.078044793897575,14.988557775496245
Case0_sample14,11.174371271428571,21.13544742857143,31.68317714285714,37.77528457142857,2.3677310285714284,5.419754328571429,8.986697714285715,11.949485771428572,0.9371103900000001,2.1641429571428574,3.5207011,4.925307214285715,0.5159994985714286,1.1154510414285714,1.7148128999999999,2.2102350428571427,10.258732499413645,13.377869283299368,13.903184234296484,15.004649473694412
Case0_sample15,9.619587499999998,19.212248,28.76881957142857,31.520209714285716,2.2184770142857144,4.066265171428571,5.738497285714286,10.106010342857143,0.944935367142857,1.5717339285714285,2.282545185714286,4.056488371428571,0.5712717257142856,0.8984170899999999,1.2205425428571428,1.7605834999999999,10.932350292627968,14.58448648439,16.137259706529214,18.02382384660197
Case0_sample16,10.106896957142856,20.959814,28.38858114285714,38.283776428571436,2.400918914285714,5.040591999999999,7.237765357142857,10.584592428571428,0.940691867142857,2.0872519428571428,3.0765488571428574,4.323127585714286,0.5389125442857143,0.9898808557142857,1.6372856,1.8400384285714286,10.691120184329927,13.562211739932964,15.690479593817361,15.367299910837543
Case0_sample17,10.5737534,23.668826285714285,39.09476214285714,44.440948999999996,2.3702055,5.603271557142857,12.1782861,12.163827642857143,1.0674871385714286,2.1332334,4.880577685714286,4.766512971428571,0.6644523057142857,1.1897387657142855,2.175511785714286,2.068871542857143,10.475157303688952,12.33073887241537,10.110347973615806,12.808718759325119
