sample_num,HF_y0_z20_T20,HF_y0_z50_T20,HF_y0_z75_T20,HF_y0_z100_T20,RMSE_T20,HF_y0_z20_T40,HF_y0_z50_T40,HF_y0_z75_T40,HF_y0_z100_T40,RMSE_T40,HF_y0_z20_T60,HF_y0_z50_T60,HF_y0_z75_T60,HF_y0_z100_T60,RMSE_T60,HF_y0_z20_T80,HF_y0_z50_T80,HF_y0_z75_T80,HF_y0_z100_T80,RMSE_T80
Case0_sample0,10.664970414285715,21.330359571428573,35.34856957142857,43.84573385714286,2.7651790714285718,5.641238628571428,8.5598811,13.789179585714285,1.0145437914285715,2.165545757142857,3.1900218571428574,5.477495157142857,0.5257087742857143,1.104625192857143,1.6149387142857143,2.3716496714285715,10.368553726228448,13.24779516833066,12.823438898619365,12.292070902695416
Case0_sample1,11.047388871428572,22.404641714285713,33.43478442857143,37.11457314285714,2.3560071428571434,5.542850114285715,9.86157772857143,10.945737271428571,0.9675460857142858,2.175096771428571,4.2269575999999995,4.050341028571429,0.5771019271428571,1.2394596528571429,1.9832833,1.8278498428571428,10.303964729746983,12.828292735865434,12.872483487814625,15.722580599107141
Case0_sample10,10.950431100000001,22.116026428571427,29.845613571428576,36.66952785714285,2.5578652714285712,5.167118814285715,9.028435385714285,9.275155342857143,1.0487925942857144,1.918726414285714,3.7770777714285706,3.7459433999999994,0.6047334414285713,0.9835078842857143,1.766693457142857,1.8146728571428574,10.284084288434425,13.099335134069669,14.533720273463477,16.416474813996775
Case0_sample11,12.253382,24.02881857142857,36.742613,46.83342699999999,2.8055124000000005,5.853537542857142,9.28831417142857,12.991339857142858,1.1141851500000002,2.1533947428571425,3.5145175142857146,5.459434142857143,0.61093055,1.012180492857143,1.5514130000000002,2.586698957142857,9.68226979857876,12.143253057813451,12.093263170707955,11.651376082467028
Case0_sample12,13.982329428571429,26.081492142857144,43.29240957142857,47.701496999999996,3.234124871428572,6.189561328571429,11.2221893,14.85936,1.2708132014285713,2.5093503857142854,4.112661585714286,5.915724857142856,0.70784935,1.181216217142857,1.868884657142857,2.6834156428571427,8.853405308729995,11.20210082196948,9.457745825965086,10.687011546295848
Case0_sample13,10.114169157142856,20.060405428571432,27.524334857142858,39.121692571428575,2.6045300857142855,5.472235557142857,7.124538299999999,10.353965028571428,0.9570571314285713,2.2905846142857142,3.0187141285714283,4.233590771428572,0.4723616042857142,1.056960212857143,1.5345648714285713,1.9743287142857144,10.6468422906462,13.789452983540892,16.06774161044052,15.155620845731029
Case0_sample14,12.546045428571428,21.479870857142856,31.341287428571427,38.843591571428576,2.9437979857142857,5.316292014285715,7.243844885714286,10.934627314285715,0.9945714242857144,2.1246992571428573,2.8862399571428576,4.215123942857143,0.6000315442857144,1.1181915785714285,1.3541819285714285,1.9737030714285713,9.550942151058637,13.270123081599902,14.665700273453256,15.080276174463613
Case0_sample15,9.735898214285713,18.68511828571428,25.370233857142857,32.32626557142857,1.8819813428571428,5.1674457,7.669821157142857,8.043029628571428,0.9311109728571427,1.9077112857142855,3.780537014285714,3.247579814285714,0.5495258628571429,0.9741107742857142,1.9547066571428575,1.6217955142857143,10.96222712222786,14.488405509636502,16.623843861995077,18.42257320095419
Case0_sample16,12.199729285714286,25.110787428571427,37.658272857142855,42.11590528571429,2.9573288428571423,6.696214685714286,9.941727400000001,12.398451557142858,1.0743434357142858,2.5891765285714285,3.7502859857142856,4.333044228571429,0.5940559514285715,1.116969392857143,1.6246033085714284,2.0273134714285717,9.676714943847713,11.431617393167155,11.545839893013099,13.54135720497694
Case0_sample17,10.769669500000001,27.42870585714286,38.664944,44.39091628571428,2.442723442857143,7.672439514285714,10.948249371428572,11.223112599999999,1.013554242857143,2.5530969428571426,4.240836371428571,4.673648028571429,0.5745153442857144,1.1288142271428572,2.2045293285714282,2.272652514285714,10.392477948447056,10.316120883008159,10.74952885011245,13.124860267885603
Case0_sample18,9.561651928571427,21.146670142857143,31.298483428571426,36.22505357142857,2.0086439857142855,4.940674357142858,9.254623885714285,10.45021347142857,0.8034838042857142,1.9691980999999998,3.860342842857143,4.390752228571428,0.43289988,1.05398184,1.8143141714285715,2.056626742857143,11.033634356270559,13.523860721347814,13.905424394075078,16.092294327636687
Case0_sample19,12.052206742857143,29.60758557142857,38.27815485714285,46.16179914285714,2.942934457142857,6.709886042857143,10.083911057142856,11.958141057142855,1.0869318414285714,2.4697494428571427,3.7018768714285715,4.740948642857143,0.5339229928571428,1.2941362814285715,1.755913157142857,2.1276571,9.743687503589108,9.805661485228432,11.303797900227034,12.396521407869992
Case0_sample2,13.036368271428572,27.660100857142858,37.54816571428571,47.56782771428572,3.256357528571428,6.496954699999999,9.8647959,12.222953571428572,1.3633755185714287,2.686985342857143,3.8858225714285717,4.713279728571428,0.7460218542857142,1.464226614285714,1.8827638571428573,2.284661314285714,9.20956039267529,10.480463477795164,11.546699359250335,11.933405440973187
Case0_sample3,11.741052828571428,22.972560714285716,35.60620242857142,40.71371371428571,2.544918014285714,5.307735757142857,9.992231985714286,9.813030571428571,1.0944228357142858,2.2440123,4.385595457142857,3.7566046285714294,0.6485933914285714,1.11557081,2.1577394585714282,1.7282873714285714,9.951352591292647,12.66462071644173,12.022092390491947,14.930827181333552
Case0_sample4,12.108880042857143,23.80750685714286,35.85709014285714,43.18037571428572,2.7890390857142857,6.150698614285714,10.218347871428572,12.010909214285714,0.8928377799999999,2.3869728428571433,4.255369757142857,4.4165442,0.5415663185714285,1.1084426057142858,2.1390064142857144,2.0899939714285716,9.784979611646154,12.106356112501494,11.89502193676911,13.304117357101672
Case0_sample5,13.406505999999998,30.285181285714284,41.05567557142857,48.10953671428572,3.6517054285714283,6.603831271428571,11.057055657142856,13.860878614285713,1.40156346,2.6885246428571428,4.210263228571429,5.808184985714286,0.6411522471428571,1.3499595999999998,1.866393314285714,2.753232757142857,8.972027661990474,9.563564345713209,10.060162238934533,10.924035790378458
