sample_num,HF_y-25_z20,HF_y-15_z20,HF_y0_z20,HF_y15_z20,HF_y25_z20,HF_y-25_z50,HF_y-15_z50,HF_y0_z50,HF_y15_z50,HF_y25_z50,HF_y-25_z75,HF_y-15_z75,HF_y0_z75,HF_y15_z75,HF_y25_z75,HF_y-25_z100,HF_y-15_z100,HF_y0_z100,HF_y15_z100,HF_y25_z100,RMSE_z20,RMSE_z50,RMSE_z75,RMSE_z100
Case0_sample0,8.636038463793103,20.772640155172414,47.09086143103448,14.976465620689654,8.575691446551723,4.042068644827586,8.518041946551724,14.06462013448276,6.170494065517241,3.9328000862068966,2.1083462224137928,4.0360484275862065,5.637489877586208,3.0589329534482754,2.0243114620689657,1.211868523103449,2.075921560344827,2.6081664793103454,1.7266586241379314,1.1418849024137931,30.84829486561369,15.445585768490227,8.725892379002524,4.427187898108061
Case0_sample1,11.631382051724142,27.36424579310344,61.43423244827588,20.382051896551722,11.715415931034478,5.637086189655173,11.80489132758621,20.451389413793102,8.866010491379312,5.638725848275861,2.9270729224137946,5.805590525862067,8.226858379310347,4.432994982758621,2.922572727586206,1.6360285448275855,2.787927120689656,3.653369760344827,2.3937227879310345,1.603899796551724,26.331685732058954,12.592350693505237,7.24302647724972,3.755051552439037
Case0_sample10,11.05511060344827,26.002252913793097,59.81514175862069,19.806871982758622,11.281668568965516,5.279580746551724,11.053089344827585,19.241614844827584,8.563961377586205,5.346180013793106,2.63074785862069,5.17219899310345,7.763519655172411,4.246810594827587,2.7155764637931035,1.4766612224137927,2.5098609517241375,3.5100196258620686,2.224957110344828,1.5164456534482764,26.93040472204238,13.08624155604454,7.555103641951233,3.9076567563358133
Case0_sample11,7.415371615517242,17.616303482758624,41.416077120689664,13.044799586206898,7.4252744465517235,3.3942219189655174,6.874744736206896,12.13215893103448,5.151834677586207,3.3168653931034475,1.7418815586206888,3.357368248275862,4.955673587931034,2.640769218965518,1.6735141741379311,0.9893189167241382,1.8050867327586204,2.2716291672413793,1.5154038658620685,1.0258099706896548,33.00324405769419,16.572915863795465,9.209119161138062,4.656197066030536
Case0_sample12,11.513408396551727,27.164427068965527,60.838189793103446,20.411345862068966,11.662731241379308,5.610488598275862,11.838378924137931,21.660628068965515,9.114753681034479,5.6929505275862065,2.9587085051724133,5.756352093103448,8.913514234482761,4.612330172413793,2.9309406241379308,1.6113304241379311,2.8192898724137923,3.8944906827586205,2.5838775931034483,1.6597700793103445,26.381487118819724,12.383527131699035,7.049300044543254,3.642582308098868
Case0_sample13,10.173047006896544,24.628232810344823,55.21947003448278,17.899746206896555,10.171648427586206,4.827437113793104,10.267274617241378,17.731726568965517,7.593482539655174,4.771828684482759,2.4315048775862063,4.892605168965516,7.35582753275862,3.840200289655172,2.4756851827586206,1.31748514862069,2.501634275862069,3.3450550482758623,2.093182672413793,1.3939904803448275,28.202536177910172,13.875119166290352,7.86914205538643,4.0292955905991645
Case0_sample14,8.775070932758622,20.617635517241375,46.90978636206896,15.530172568965515,8.83412825,4.035450325862069,8.330039610344826,14.59026385862069,6.481495268965518,4.12927626551724,2.066510682758621,4.0728665327586215,6.073639544827587,3.335350406896551,2.1865523000000002,1.2058222025862069,2.159595879310344,2.7891867362068963,1.886317110344828,1.2747264289655174,30.65522974121744,15.275294522528862,8.516310474520703,4.3072411539717805
Case0_sample15,7.508634167241379,18.389805120689655,42.86132141379311,12.993434999999996,7.402127370689652,3.259797862068965,6.851918632758621,12.277319312068965,5.1379548810344815,3.2505900948275865,1.5906479775862066,3.2357770465517235,4.941143822413793,2.5732646931034475,1.675094256896552,0.9325750882758621,1.769727640862069,2.2561413275862066,1.438391978448276,0.966542751724138,32.70048774169929,16.59427537883905,9.266693448441456,4.7018700702174145
Case0_sample16,7.999880168965517,19.059328293103448,45.95850656896551,14.398940965517246,8.153811646551723,3.5955458120689667,7.250802012068962,14.146325613793104,5.965751696551725,3.6850828155172417,1.7824531879310346,3.5425774103448275,5.6195473051724125,2.8925025999999994,1.844051994827586,1.0441480412068966,1.928855362068965,2.5318299534482764,1.553499496034483,1.0500333660344827,31.643343302957707,15.836646871517598,8.919984284060503,4.54792807229126
Case0_sample17,9.573351162068963,22.77953894827586,51.04926060344828,16.84517612068965,9.60771254827586,4.494404756896551,9.297070798275861,16.169339810344827,7.217138367241382,4.512526317241379,2.3077381206896552,4.487834827586207,6.705520779310346,3.6764482086206907,2.3605172051724144,1.2651908274137935,2.357360594827586,3.0004719172413785,1.9605238931034483,1.322618432586207,29.26790952258693,14.496911476652926,8.154736659779124,4.1891317744182865
