sample_num,HF_y-25_z20,HF_y-15_z20,HF_y0_z20,HF_y15_z20,HF_y25_z20,HF_y-25_z50,HF_y-15_z50,HF_y0_z50,HF_y15_z50,HF_y25_z50,HF_y-25_z75,HF_y-15_z75,HF_y0_z75,HF_y15_z75,HF_y25_z75,HF_y-25_z100,HF_y-15_z100,HF_y0_z100,HF_y15_z100,HF_y25_z100,RMSE_z20,RMSE_z50,RMSE_z75,RMSE_z100
Case0_sample0,9.657002182758621,23.157977758620696,53.53911756896553,16.894769172413795,9.691190072413798,4.471959155172414,9.408388775862067,17.781018793103446,7.166855229310345,4.503449100000002,2.323475925862069,4.714819870689656,7.387332108620691,3.775093001724137,2.4006853379310344,1.3230324768965518,2.46906274137931,3.304200368965517,2.1593746413793102,1.405792945517241,29.031651809502502,14.238969898018269,7.933136580310673,4.027742180994256
Case0_sample1,11.023207418965516,26.396507293103454,59.01074506896553,19.289312586206893,10.963522068965515,5.175389244827584,10.8536509637931,19.219481448275864,8.157613632758618,5.085358410344827,2.5870586965517246,5.1981711689655175,7.7464443086206884,3.945023475862069,2.5558840637931044,1.3593679206896554,2.6905555017241376,3.4240571793103443,2.0687775189655175,1.4089799432758625,27.08227009160867,13.289676694003784,7.678950331605832,3.9786444777855006
Case0_sample10,9.988664344827587,23.79179074137931,50.84470522413795,17.28983255172414,9.905804979310346,4.560817093103447,9.338607918965518,15.76128120689655,7.22838587241379,4.552618763793103,2.2487933362068966,4.2668780379310345,6.371853258620691,3.522234786206897,2.3123034431034473,1.2453580044827588,2.1429169413793105,2.9469587206896546,1.8990095637931033,1.2657928437931032,28.82002616095213,14.534277252405362,8.32305979512665,4.261836342508188
Case0_sample11,10.240995270689654,24.32603084482758,52.62025315517243,17.61367425862069,10.12076163103448,4.771541201724138,10.023317325862068,17.484397810344827,7.391255775862068,4.729557687931034,2.4253607706896547,4.880021579310346,7.201656882758621,3.6415826103448268,2.3895119913793117,1.3836952363793105,2.549537403448277,3.210543051724137,1.8952853534482759,1.2750014199999995,28.441686196825902,14.018231984614935,7.979417035005838,4.11452866242692
Case0_sample12,10.448759694827585,24.951296172413787,54.05676698275862,18.340267517241383,10.503544970689653,4.923129213793102,10.325693387931032,16.780598310344825,7.884931796551727,4.965355318965516,2.5375242051724136,4.855017893103448,6.999221075862069,3.7990937396551723,2.5247630327586212,1.3708426681034482,2.46406344137931,3.223556194827586,2.0496629362068965,1.3840710012068962,27.931840989812166,13.893684426179398,7.945060619087058,4.068690708011156
Case0_sample13,11.33609025862069,27.075942827586207,57.721793551724126,19.461718551724143,11.19738475862069,5.310664801724138,10.812872422413793,18.64809365517242,8.128905694827587,5.208148353448277,2.6461091913793107,5.058696034482757,7.6048953327586215,4.040344127586207,2.6346978448275857,1.4027538655172413,2.5222789206896548,3.3930606344827594,2.0997235948275863,1.4412387948275855,26.812468279404094,13.324447063960552,7.679962471920228,3.98909923445759
Case0_sample14,10.645527563793102,25.32180787931034,55.3276215689655,18.36759193103448,10.569573793103448,4.966092303448276,10.476376103448274,18.71276579310345,7.665109075862069,4.928885815517241,2.500708986206896,4.950794732758622,7.636259003448276,3.8231386586206892,2.453494508620689,1.3698370237931037,2.4874690241379307,3.2874602775862067,2.068494010344829,1.3224771751724134,27.764867109906508,13.613733296180001,7.80221174773095,4.0594346609277725
Case0_sample15,10.229167131034485,24.347771965517243,51.829301896551726,17.434138068965517,10.036780553448278,4.7730183,10.010160781034479,17.24268406896552,7.371787717241381,4.719945879310344,2.3444450931034484,4.771957544827585,7.1589600189655185,3.8883491672413792,2.4888768258620684,1.2916250584482758,2.421847541379311,3.2562633482758616,2.127670724137931,1.4502089091379315,28.549363871466994,14.064471515691496,7.922892397152284,4.04777789092546
Case0_sample16,11.161775172413794,26.503624379310352,59.414950655172404,19.454252637931027,11.079937293103445,5.179467953448276,10.95660018275862,19.659946172413804,8.211256522413795,5.1458076793103436,2.58161785862069,5.146465151724138,7.852283755172413,3.942224655172414,2.594402610344828,1.4712264827586212,2.57576861724138,3.3979575379310347,2.1070274155172415,1.3917266637931036,26.96386908045412,13.188438680368748,7.658171853353337,3.9802010358393325
Case0_sample17,10.768349017241384,25.406938637931024,54.76899718965519,18.460007327586208,10.59068388448276,4.992302537931035,10.248311217241378,17.077394482758617,7.602700351724137,4.876379872413794,2.468127167241379,4.59036255172414,6.9814606810344815,3.709021755172414,2.491998103448276,1.3056277318965515,2.27340734137931,3.02012373275862,2.067928151724138,1.3830011636206898,27.710256467905317,13.91824847406299,8.027441649467395,4.155447711231277
Case0_sample18,10.10970595862069,23.90638846551724,56.64311053448276,17.814707293103453,10.144328191379305,4.655551401724138,9.497320058620689,17.802875775862077,7.376819848275863,4.630958898275861,2.305160048275861,4.533128068965518,6.930030625862068,3.680747777586207,2.3871003655172416,1.3476617422413797,2.3179721999999994,3.0235172999999986,1.9674354413793105,1.3371906982758623,28.349289517969563,14.10362629345386,8.09198711712254,4.171834172604708
Case0_sample19,10.023690131034481,23.657689879310347,53.48033544827586,17.429318068965514,9.940925400000003,4.6106133862068965,9.640520306896553,17.476577741379312,7.231123325862069,4.567493615517241,2.324246732758621,4.648564012068967,7.081651939655175,3.6095308482758606,2.2885694275862063,1.2720379553448278,2.385965479310345,3.1827683103448257,2.0182096948275863,1.2598097494827587,28.660486738704563,14.187112336573,8.078050946052148,4.139543749945053
