sample_num,HF_y0_z20_T20,HF_y0_z50_T20,HF_y0_z75_T20,HF_y0_z100_T20,RMSE_T20,HF_y0_z20_T40,HF_y0_z50_T40,HF_y0_z75_T40,HF_y0_z100_T40,RMSE_T40,HF_y0_z20_T60,HF_y0_z50_T60,HF_y0_z75_T60,HF_y0_z100_T60,RMSE_T60,HF_y0_z20_T80,HF_y0_z50_T80,HF_y0_z75_T80,HF_y0_z100_T80,RMSE_T80
Case0_sample0,12.212191642857144,24.186893285714284,40.27700271428571,42.385398,2.9605196142857144,5.52475482857143,11.055376214285715,12.158376128571428,1.1363982,2.0339016142857145,4.353149485714286,4.730435542857143,0.6395931457142857,1.104990827142857,1.9064514571428572,2.2492978999999997,9.657451352538503,12.177452613957614,10.243685544494733,13.41884126194534
Case0_sample1,13.506155285714287,26.720250571428576,41.76118142857143,47.788769714285706,3.2851506285714285,6.1348869285714285,12.156373014285714,14.153721999999998,1.1599201271428572,2.614594,4.86964427142857,5.798768985714287,0.5426548957142857,1.304322187142857,1.9561745,2.5281351285714284,9.064132094572333,10.950241756680473,9.348733966617663,10.941908069329134
Case0_sample10,11.813259057142858,25.862206714285715,37.33341828571429,45.12179271428572,2.8113698428571428,6.0080697857142855,8.90844312857143,13.220396000000003,1.0695612157142855,2.119768757142857,3.412477042857143,5.604443957142856,0.6106949628571429,1.0535307757142856,1.6021214428571429,2.4921449,9.867415407061111,11.413914753635392,12.043009422864234,12.037925259027256
Case0_sample11,13.477287571428572,25.928567714285716,38.52823942857143,44.80925928571428,3.1747085142857143,5.865999842857144,10.039002385714285,11.877518285714286,1.1033263757142857,2.250425814285714,3.8607809285714287,4.616973357142856,0.6409260657142858,1.1911862485714286,1.69356,2.1078083857142857,9.101634015711998,11.389381403598238,11.216648212437343,12.823706221198753
Case0_sample12,11.753661728571428,23.229847142857142,37.86411114285714,47.61553671428571,2.6535276428571426,6.313834957142857,10.525377271428571,15.207845714285712,1.0576608585714287,2.6907079571428567,4.177707142857143,6.516948585714286,0.5559088485714285,1.3087104057142855,1.8906587285714287,2.8647166999999993,9.93446805496859,12.226099768005724,11.182544180915608,10.436409229255634
Case0_sample13,14.07833085714286,27.287225714285714,40.015097857142855,53.88604214285714,3.0233739714285717,7.012054442857143,11.009269842857142,15.036725857142855,1.074814062857143,2.9869719857142853,3.9643734285714283,5.751923785714285,0.6464808485714285,1.422992815714286,1.7996617428571429,2.8582784428571437,8.904997968238003,10.427434024764558,10.432062284809417,9.32852906588839
Case0_sample14,11.680684457142858,28.398018428571426,38.97970614285714,52.06586728571428,2.5145663,7.071560785714287,11.706161714285711,13.692991285714283,0.9417446657142856,2.763109085714286,5.142702342857143,4.841904185714286,0.5183866171428572,1.270949595714286,2.574631771428571,2.0463548571428576,10.017028354601049,10.066550933075279,10.19141171426649,10.469988104142429
Case0_sample15,13.05263542857143,24.19068214285715,37.64241128571428,47.05434628571429,2.7650475999999995,5.8714258,9.714141514285714,13.336908557142857,1.078875067142857,2.3371802857142856,4.256845457142857,4.567674742857143,0.5306686042857143,1.126026202857143,2.0849692142857146,1.8732229857142855,9.382830773615913,12.034273896657677,11.468806186831142,11.78191160862661
Case0_sample16,11.304510042857144,25.899757857142855,40.711524714285716,50.26367785714286,2.6084466857142856,7.315768057142856,11.242296942857141,16.26141357142857,1.0841881914285716,2.7718614428571433,4.289003257142857,6.0243742,0.6023933657142857,1.3216610657142858,1.906498514285714,2.5204739,10.121321522338253,10.921395514946433,10.072931549997518,9.580951808758671
Case0_sample17,10.726519314285714,27.947245857142857,44.21797528571428,54.14530414285714,2.3522777857142856,6.241940485714285,11.504684928571427,16.257120685714288,0.9268778442857143,2.472044842857143,4.126070385714286,5.965771028571429,0.5727105114285713,1.3759718285714286,1.8763835285714285,2.698704685714286,10.443439519559064,10.498998151208704,9.147659624608332,8.82130222426077
Case0_sample18,10.367162657142856,24.857598285714282,39.14736114285714,46.08949642857143,2.564128242857143,6.190613828571429,9.908258742857143,12.480730785714286,1.12502981,2.6857822285714286,3.7983969285714285,5.3690876,0.6092327585714286,1.3369497614285712,1.7480567285714286,2.6876524,10.514642850484512,11.617929330482475,11.080800680787915,12.031539232503105
Case0_sample19,12.271680885714286,26.61131071428571,38.19545428571429,39.369387285714275,2.821480257142857,6.129844157142857,10.196924314285713,10.8271549,1.0833344028571428,2.2388051142857144,3.8618494142857145,4.357965414285714,0.6129396485714286,1.2003174714285716,1.8157962,2.0954424714285715,9.675651768050487,11.069669927272955,11.25351291954999,14.894128588390524
Case0_sample2,13.926560857142855,30.82915457142857,40.106798142857144,49.97521842857143,2.9179273571428572,6.505057414285714,9.929882085714285,13.639805957142856,1.0677718785714287,2.3773725285714282,3.890909328571429,5.4156832999999995,0.5880312557142856,1.2457907985714287,1.8521620571428572,2.4997890714285718,8.99702402099363,9.496449282982413,10.767356933276446,10.685064166957996
Case0_sample3,12.416014771428573,28.149042571428573,40.35783128571428,46.71200928571428,2.843459742857143,6.456694157142857,12.185568028571428,13.249785285714283,1.0178731171428572,2.4381285142857143,5.0431007857142855,5.280927042857143,0.6106898357142857,1.293149307142857,2.385213157142857,2.199645342857143,9.62228499908527,10.383405026063784,9.65315732540951,11.689159307586255
Case0_sample4,13.365252285714286,29.251026142857143,40.99980057142857,50.304239,3.5008602142857135,7.139535514285714,10.069448842857144,16.730005714285713,1.16465571,2.6670075285714283,3.784337142857143,5.931227414285715,0.6000893100000001,1.2976827642857143,1.6912867285714286,2.3359704999999997,9.064521464567623,9.76448975890314,10.522006818626398,9.476182866198943
Case0_sample5,12.003034728571427,23.92460414285714,41.06626842857143,46.67778199999999,2.3207639285714285,6.379032242857142,9.347273185714286,11.92784592857143,0.9343553000000001,2.6333665285714285,3.678202885714285,4.676813271428571,0.5293297814285715,1.337909732857143,1.9640189,2.1635131999999997,9.932225478032116,11.941617658431133,10.741427169088361,12.282020333926464
Case0_sample6,11.572672571428573,27.146389999999997,40.361239,46.61078457142857,2.6845322285714284,6.303836771428572,10.121147171428573,13.2910198,1.1577967885714286,2.512198342857143,3.802326857142858,5.714317685714286,0.6250164371428573,1.2825952757142858,1.817941557142857,2.7202913,9.980865337617654,10.76995836726994,10.656590171146982,11.538351483434448
Case0_sample7,12.9084754,27.66136242857143,40.84806642857143,48.14573671428572,2.868075885714286,6.175699371428571,10.554261657142858,13.872053714285714,1.0749151742857144,2.4477600714285717,3.8902478428571428,5.501797342857143,0.6169331785714285,1.341332942857143,1.907711685714286,2.4035058428571427,9.408575270011983,10.626740047287452,10.348661532822216,11.029730852892655
Case0_sample8,13.633942385714283,26.605495571428573,41.72444485714285,45.588379142857136,3.0518729285714286,6.108067642857143,10.827275457142857,13.862096471428572,1.0243490528571428,2.4676881285714285,4.003286557142856,6.161305528571428,0.5408116071428571,1.4134728714285711,1.8863093428571427,3.031191857142857,9.091035793766915,11.013864612524046,10.001899257034134,11.510477612361784
Case0_sample9,11.795793285714286,24.889075571428574,45.272917428571425,50.298683,2.5100947285714286,5.901161614285714,10.71273907142857,14.148740571428572,0.9547252842857142,2.472615242857143,3.4225155999999997,5.428001385714286,0.4763395214285714,1.356892735714286,1.6317716999999998,2.2727332857142857,9.972965766863426,11.713956250612705,9.43241202836464,10.46785809651163
Case1_sample0,10.755606542857143,25.633346857142858,36.142039857142855,44.28274728571428,2.2883218,6.172870514285714,10.99695502857143,12.682851114285715,0.9195361357142858,2.3365321285714287,4.6571384,5.537780071428571,0.5062205071428572,1.11920965,2.039637914285714,2.4803770714285713,10.452507639732918,11.410149015761352,11.505854447685538,12.47482434530626
Case1_sample1,14.6144249,25.686166857142858,41.558553,53.18777957142857,3.4802241428571428,5.393853399999999,11.326200857142855,15.105815585714284,1.21737709,1.9961244,4.475779485714286,6.212702742857142,0.6935139157142858,1.0779400585714287,2.1105221714285713,2.482422685714286,8.55517195934233,11.662950995363127,9.743222427661657,9.347556050324746
Case1_sample10,12.728347,24.232869142857144,37.23072157142857,44.35964642857142,2.5895548857142856,6.352584157142857,11.484194971428574,11.62612877142857,0.9325226042857143,2.7393229999999997,5.186836314285714,4.358850814285714,0.51488485,1.31285044,2.2853906457142856,2.238143657142857,9.578830749521858,11.812809877162865,10.864067425910017,13.074167647587718
