CASE0__sample0,CASE0__sample1,CASE0__sample10,CASE0__sample11,CASE0__sample12,CASE0__sample13,CASE0__sample14,CASE0__sample15,CASE0__sample16,CASE0__sample17,CASE0__sample18,CASE0__sample19,CASE0__sample2,CASE0__sample3,CASE0__sample4,CASE0__sample5,CASE0__sample6,CASE0__sample7,CASE0__sample8,CASE0__sample9,CASE1__sample0,CASE1__sample1,CASE1__sample10,CASE1__sample11,CASE1__sample12,CASE1__sample13,CASE1__sample14,CASE1__sample15,CASE1__sample16,CASE1__sample17,CASE1__sample18,CASE1__sample19,CASE1__sample2,CASE1__sample3,CASE1__sample4,CASE1__sample5,CASE1__sample6,CASE1__sample7,CASE1__sample8,CASE1__sample9,CASE2__sample0,CASE2__sample1,CASE2__sample10,CASE2__sample11,CASE2__sample12,CASE2__sample13,CASE2__sample14,CASE2__sample15,CASE2__sample16,CASE2__sample17,CASE2__sample18,CASE2__sample19,CASE2__sample2,CASE2__sample3,CASE2__sample4,CASE2__sample5,CASE2__sample6,CASE2__sample7,CASE2__sample8,CASE2__sample9,CASE3__sample0,CASE3__sample1,CASE3__sample10,CASE3__sample11,CASE3__sample12,CASE3__sample13,CASE3__sample14,CASE3__sample15,CASE3__sample16,CASE3__sample17,CASE3__sample18,CASE3__sample19,CASE3__sample2,CASE3__sample3,CASE3__sample4,CASE3__sample5,CASE3__sample6,CASE3__sample7,CASE3__sample8,CASE3__sample9,CASE4__sample0,CASE4__sample1,CASE4__sample10,CASE4__sample11,CASE4__sample12,CASE4__sample13,CASE4__sample14,CASE4__sample15,CASE4__sample16,CASE4__sample17,CASE4__sample18,CASE4__sample19,CASE4__sample2,CASE4__sample3,CASE4__sample4,CASE4__sample5,CASE4__sample6,CASE4__sample7,CASE4__sample8,CASE4__sample9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15950736,0.15862098,0.15499774,0.16666693,0.17206707,0.15215583,0.15448433,0.14867054,0.16502327,0.1629142,0.15182024,0.16957744,0.17083707,0.16181658,0.16377629,0.17387236,0.1752156,0.15029507,0.16752937,0.15651396,0.15065154,0.15414725,0.15499717,0.16716779,0.15685173,0.16443971,0.16896702,0.15946658,0.15166452,0.17414242,0.15256285,0.16754367,0.14890481,0.17278759,0.15908374,0.16243182,0.16164893,0.17546619,0.16493291,0.17087102,0.16227913,0.1610277,0.15059352,0.15248863,0.15749838,0.15799857,0.17263201,0.17518009,0.17057234,0.16693773,0.15104116,0.16530712,0.14825939,0.16962048,0.17353171,0.1548372,0.1642406,0.15616976,0.15934189,0.1682502,0.15245288,0.16456407,0.14858395,0.17478597,0.16936792,0.16167711,0.15849928,0.15510067,0.15479224,0.15917686,0.16260439,0.15162569,0.15032213,0.16675864,0.16844021,0.16485974,0.17397204,0.17178357,0.15699757,0.1703576,0.15618092,0.15210438,0.14888471,0.16039993,0.17327012,0.16640208,0.16251274,0.1705777,0.16779835,0.15269002,0.16953583,0.15640438,0.15810655,0.15010705,0.17220824,0.16450625,0.1544698,0.17488373,0.16521106,0.16109652
0.75154839,0.74644914,0.72726852,0.79061029,0.81593147,0.71316097,0.72407085,0.6944774,0.78128202,0.76965547,0.71136698,0.80663588,0.80860602,0.76377389,0.77475176,0.82531986,0.83323003,0.70320253,0.79493841,0.73505134,0.70516557,0.72233703,0.72725304,0.79292378,0.73719608,0.77833249,0.80280537,0.75141148,0.71086375,0.8267636,0.71547905,0.79540692,0.69589491,0.81935462,0.74889375,0.7673598,0.7627939,0.83411867,0.78071388,0.80883427,0.7666405,0.75982346,0.70497446,0.71525417,0.74031527,0.74338616,0.81850021,0.83252255,0.80732905,0.79167686,0.70726967,0.78278951,0.69248285,0.80683942,0.82343393,0.72606758,0.7772537,0.7334795,0.75065945,0.79885939,0.71480514,0.778781,0.69401555,0.83084141,0.80549422,0.76303536,0.74572936,0.72743969,0.72613085,0.74938636,0.76829998,0.71039244,0.7033207,0.7907422,0.80027376,0.78074666,0.82641014,0.81381237,0.73763549,0.80660504,0.73353099,0.71326241,0.69563308,0.75608294,0.82206915,0.78919341,0.76746892,0.80773023,0.79634214,0.71641096,0.80590684,0.73449286,0.74405919,0.70239294,0.81612411,0.7787692,0.72433903,0.83083044,0.78223815,0.76018342
1.6639227,1.6528519,1.603849,1.7607873,1.8183073,1.5805674,1.5974696,1.53509,1.739248,1.7103949,1.5762407,1.8010032,1.8025574,1.6958047,1.7213505,1.8451001,1.8623177,1.5563636,1.7734337,1.6246358,1.5611539,1.5931533,1.6038143,1.7683748,1.6284215,1.7302891,1.7932046,1.6635552,1.5743247,1.8487994,1.5862026,1.7728134,1.5378895,1.8298071,1.6589286,1.7031116,1.6934249,1.8675063,1.7378452,1.8030966,1.7012891,1.6844274,1.5600173,1.5849472,1.6376609,1.6437049,1.8276278,1.8634,1.7992242,1.7652347,1.5662919,1.7429927,1.5295794,1.8015386,1.840197,1.6023804,1.7276126,1.6192605,1.6617184,1.783209,1.5845754,1.7330202,1.5339757,1.8563204,1.7981907,1.6939905,1.6510977,1.6057802,1.6010548,1.6601585,1.7054228,1.5738879,1.5566636,1.7629052,1.7849985,1.7362276,1.844831,1.8158195,1.6310436,1.7947337,1.619391,1.5800535,1.5378681,1.6767107,1.8367236,1.75725,1.7049825,1.7976008,1.7769673,1.5877431,1.8009709,1.6232344,1.6453494,1.5537159,1.8216993,1.7313353,1.5966291,1.8591534,1.7416329,1.6853255
2.6214235,2.6283508,2.5700988,2.7849541,2.8043345,2.5128148,2.5623424,2.4279045,2.718321,2.70353,2.5041267,2.7564799,2.8383546,2.6785984,2.718736,2.8378042,2.8621067,2.4671857,2.775479,2.610441,2.4757213,2.554606,2.5700819,2.7672837,2.6143813,2.7340243,2.7491477,2.6205238,2.4954822,2.8436782,2.5226738,2.7715074,2.4290688,2.8275705,2.6157542,2.6884223,2.6747281,2.8734645,2.7163925,2.8394693,2.6850331,2.6564503,2.4696904,2.5165989,2.6338849,2.6415295,2.8240112,2.8668707,2.8321393,2.7617554,2.4847735,2.7245287,2.4137526,2.7574887,2.8300463,2.5704779,2.7293779,2.5979953,2.6176579,2.7913933,2.5200808,2.7416187,2.4258096,2.8525109,2.7523487,2.6754234,2.6253475,2.5770281,2.5654335,2.6178803,2.6926121,2.4989293,2.4678022,2.7575292,2.7910532,2.7440242,2.8341552,2.8056034,2.6218807,2.8215312,2.5982561,2.5072249,2.4331081,2.6459854,2.8377636,2.7439594,2.6945068,2.8270085,2.7815078,2.5214331,2.7614729,2.6079178,2.6440395,2.4575244,2.815173,2.7355785,2.5579874,2.8602927,2.722559,2.6580323
2.7345361,2.7241025,2.7126035,2.8831506,2.920563,2.6498447,2.7064452,2.5885169,2.7949391,2.8075841,2.6428788,2.8668111,2.8972816,2.7844956,2.820287,2.9267024,2.9460095,2.6128263,2.8418908,2.7475848,2.6189285,2.6989207,2.7126595,2.8374584,2.7507433,2.8332995,2.8965301,2.7333246,2.6352257,2.9324252,2.657037,2.8398849,2.590018,2.9864692,2.7303847,2.7927001,2.7817745,2.9550935,2.793267,2.8979692,2.7885192,2.764943,2.6153429,2.6526784,2.7683134,2.7740957,2.9835459,2.9504439,2.8914878,2.8319291,2.6265961,2.800693,2.5764313,2.8678595,2.9217157,2.7132333,2.829289,2.7366372,2.7806746,2.8549873,2.6553262,2.8396282,2.5866081,2.938256,2.8627091,2.7819104,2.7439549,2.7188052,2.7086365,2.7322935,2.7961956,2.6374927,2.613497,2.8280017,2.8540316,2.8413163,2.9553389,2.9670496,2.7565491,2.8822938,2.7369112,2.6449252,2.5923029,2.7573459,2.9955976,2.8173347,2.7990327,2.8871668,2.8467817,2.6561299,2.9095729,2.7453799,2.7748821,2.6125402,2.9753938,2.8342672,2.7020619,2.9453009,2.7987744,2.7663868
2.6166618,2.5974846,2.5787556,2.7073996,2.780377,2.5256413,2.5704586,2.4769248,2.6772576,2.660893,2.5199573,2.7390967,2.7809455,2.6439451,2.666699,2.8163373,2.8376471,2.5010864,2.7232776,2.6043669,2.5071424,2.5712978,2.578799,2.7113583,2.6095013,2.6766647,2.7502201,2.6157484,2.5165351,2.8209336,2.5313928,2.7176324,2.4804627,2.8141025,2.6086587,2.6548298,2.6417899,2.8018853,2.6753738,2.7812316,2.6519972,2.6325639,2.5061002,2.5302486,2.6199484,2.6277592,2.8118115,2.7977666,2.7782569,2.7068859,2.5136936,2.6815526,2.4546814,2.7399068,2.8082241,2.5764123,2.6735158,2.5984861,2.6230108,2.7330082,2.5300656,2.6775166,2.4754728,2.831736,2.736595,2.6419236,2.5967624,2.5809816,2.5750617,2.6108,2.6572513,2.5161646,2.5016134,2.7037849,2.7370777,2.6828656,2.8341077,2.791861,2.6121715,2.7763847,2.5987002,2.5235558,2.4800284,2.6223189,2.8212387,2.6995391,2.6545836,2.7795372,2.7267605,2.533014,2.7526306,2.6024859,2.628901,2.4939243,2.8050558,2.6774074,2.5699375,2.8317743,2.6803821,2.6336807
2.9491199,2.9309351,2.85608,3.0536622,3.1717552,2.801647,2.8454556,2.731407,3.0359827,2.9969876,2.7953538,3.1128153,3.1432418,2.9761124,2.9972212,3.2028663,3.2297926,2.7662487,3.0677192,2.8844141,2.7728526,2.8371379,2.856058,3.0736516,2.8917663,3.0095604,3.0941966,2.9484129,2.7931916,3.2081138,2.8093247,3.0823858,2.7362554,3.1828414,2.9397395,2.9890522,2.9892764,3.2279057,3.0348116,3.1440053,3.0020364,2.9792362,2.7726755,2.8086947,2.9037023,2.9141895,3.1797994,3.2226175,3.1381328,3.0590985,2.7801408,3.0372374,2.7048221,3.1135314,3.1970534,2.8522127,3.0060344,2.878012,2.9446139,3.0814049,2.8071599,3.0209468,2.729724,3.2213866,3.1090417,2.9898454,2.9285956,2.8570511,2.8520313,2.9418704,2.9922263,2.7917887,2.7667267,3.0554256,3.0862178,3.0317855,3.2065607,3.1638834,2.8939115,3.1346677,2.8782201,2.8015296,2.7356884,2.965733,3.196038,3.0513742,2.9887585,3.1390822,3.0730484,2.8125279,3.1098084,2.8823179,2.9162279,2.7628767,3.1717746,3.0107631,2.8451755,3.2221376,3.0350461,2.980529
3.3000666,3.2784307,3.2025408,3.4576487,3.5846433,3.1361991,3.1898562,3.0646813,3.433076,3.3716831,3.129061,3.5254996,3.5464004,3.3474165,3.3914856,3.6130776,3.6453527,3.0986053,3.4758378,3.246681,3.1062603,3.1827352,3.2024901,3.4667641,3.2429273,3.4062749,3.5097087,3.2993456,3.1267228,3.6205777,3.1465128,3.4759181,3.0713127,3.5993242,3.3030327,3.3606942,3.3463896,3.6491105,3.4304293,3.5471419,3.3601916,3.3316248,3.1047752,3.1451045,3.254379,3.2655003,3.5956543,3.642818,3.538999,3.462993,3.1144956,3.4266803,3.0579174,3.5263553,3.6050577,3.2095872,3.4018275,3.2285954,3.3075282,3.4888333,3.1425082,3.4086552,3.0628928,3.6358175,3.5157867,3.3471544,3.2757854,3.2152485,3.2077855,3.293308,3.3644307,3.1255174,3.0991158,3.4588671,3.4938809,3.4278215,3.6273524,3.5785264,3.2564892,3.533883,3.2288079,3.1354367,3.0704636,3.3180227,3.5978376,3.4511317,3.3623594,3.5394452,3.4815763,3.1496681,3.522856,3.244423,3.267857,3.0951436,3.5846237,3.4079245,3.1892031,3.6356478,3.4240656,3.3330005
3.7474944,3.7226248,3.6315187,3.9138141,4.0735419,3.5670941,3.6180823,3.4781699,3.8723631,3.8301652,3.5588297,3.986842,4.0317052,3.8016758,3.851734,4.0954113,4.1301346,3.5194475,3.9368265,3.6825468,3.5289371,3.6122942,3.6314802,3.9382316,3.6793033,3.8684679,3.9985659,3.7466697,3.5556054,4.1016715,3.5732687,3.9474703,3.483645,4.0943351,3.746229,3.816549,3.7972166,4.1518953,3.8807872,4.0326161,3.81289,3.7817321,3.5264992,3.5712916,3.7057096,3.7184678,4.0906829,4.1303586,4.0130507,3.9206487,3.5386437,3.8797357,3.4685143,3.9879559,4.0854014,3.6288181,3.8634479,3.66205,3.7558867,3.9667166,3.5749515,3.8716297,3.4760727,4.1189324,3.981824,3.798075,3.7193794,3.6453884,3.627674,3.7509409,3.8207951,3.5543982,3.520059,3.9164766,3.9708285,3.8793958,4.1230617,4.0684573,3.69446,4.0070429,3.6623094,3.5660781,3.4832292,3.766419,4.1062762,3.9063226,3.8199901,4.011827,3.9434211,3.576365,3.9851342,3.6798855,3.7213819,3.5036909,4.0793664,3.8702362,3.6234125,4.1363594,3.8772408,3.7834286
