Case_sample,PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
Case_sample0,0.11,1.1,424.5976657514437,304.24405541936704,0.0219274994896839,0.2881480052965137,15.85293520603813,0.9033899849801512,0.8682117551403628
Case_sample1,0.11,1.1,461.26108005715633,319.4136143280619,0.0230208010326529,0.3058998613711954,16.788637296840864,0.94318930487609,0.8652656843654718
Case_sample2,0.11,1.1,455.65793736056185,317.0953031500282,0.0228537155423442,0.3031869066559999,16.64563718527044,0.9042739273644016,0.8907550697618745
Case_sample3,0.11,1.0,457.847090026105,318.00106931908107,0.0229189959869606,0.3042468603940829,16.701507451720666,0.9340903684845122,0.8942239387432814
Case_sample4,0.11,1.1,449.5149841266776,314.55364431329934,0.0226705329234808,0.3002125840582154,16.488860346738157,0.9222396066664764,0.8729301688583617
Case_sample5,0.1089,1.0,444.8873484321645,312.6389510528586,0.0225325370128184,0.2979719546904739,16.37075655098353,0.9174165234730696,0.8826622308922808
Case_sample6,0.1089,1.0,430.5961181351682,306.7259267485665,0.0221063730989956,0.2910523628257609,16.006024178882566,0.9376047718359118,0.8928184420351019
Case_sample7,0.1089,1.0,454.4224271398143,316.5841083955068,0.0228168726771535,0.30258869178614,16.61410522026789,0.9104470357517936,0.8815905558531855
Case_sample8,0.1089,1.0,458.7731789422223,318.3842404075833,0.0229466119212671,0.304695258271438,16.725142548219168,0.9215992614229022,0.8792009839572201
Case_sample9,0.1089,1.1,440.07707100891366,310.6486894222664,0.0223890947331361,0.2956428930328548,16.247991480476287,0.9118681891500776,0.8873839637579208
Case_sample10,0.11,1.0,427.6940597157456,305.5251944386178,0.0220198338334137,0.2896472311882015,15.931959551184695,0.9281323260105316,0.8626444976026285
Case_sample11,0.11,1.0,439.1278419335733,310.25594404792247,0.0223607887602104,0.2951832910496123,16.223765814447457,0.9326701113477598,0.8597809377911408
Case_sample12,0.1089,1.0,443.6537784539371,312.12855907745,0.0224957520055818,0.2973746792559236,16.339274103709133,0.9194312863748572,0.8749672886288683
Case_sample13,0.1089,1.1,465.3972271261933,321.1249532147134,0.0231441407722314,0.3079025195759393,16.894197609039132,0.9244804346588128,0.8785233088749044
Case_sample14,0.11,1.1,450.6495165372577,315.0230593026567,0.0227043646344255,0.3007619070398872,16.517815215474915,0.9412846317551796,0.8878636686159671
Case_sample15,0.11,1.0,434.693908497053,308.4213954731039,0.0222285690431064,0.2930364493083192,16.110605573766172,0.907281500404995,0.8640937617055352
Case_sample16,0.11,1.1,463.9298661392645,320.5178297551815,0.0231003841264994,0.3071920461641517,16.856748485180045,0.9387265585637306,0.875882312426669
Case_sample17,0.1089,1.0,446.6299132335595,313.3599406253672,0.0225845002252515,0.2988156775171924,16.415229264692858,0.9148555278042896,0.8670035115752548
Case_sample18,0.11,1.0,436.6848727398103,309.2451607971345,0.0222879395169104,0.2940004432886005,16.161417791884418,0.9453021583783978,0.8854769852364324
Case_sample19,0.11,1.0,432.1517100714477,307.3695559348315,0.0221527607880958,0.2918055562936008,16.045725081124665,0.9292977794982612,0.870625496477277
Case_sample0,0.1089,1.1,426.4512562082756,305.01098207254364,0.0219827734827056,0.2890454850221255,15.900241451209062,0.9192475636997146,0.8818860159568991
Case_sample1,0.11,1.1,446.9698588496973,313.5005937845835,0.0225946373898797,0.2989802739074953,16.423905156717726,0.9174217763684828,0.8669307233546335
Case_sample2,0.1089,1.0,463.7917226371104,320.4606726127422,0.0230962646928101,0.3071251592248327,16.85322286798797,0.9469779240335506,0.8685900596688566
Case_sample3,0.11,1.0,448.26400857790713,314.03605074925827,0.0226332288828292,0.2996068811165978,16.45693368473207,0.9439712185070178,0.8789978332196945
Case_sample4,0.11,1.0,457.836884380694,317.99684671346193,0.0229186916550241,0.3042419189789988,16.70124698924247,0.9362313526635032,0.883593606081068
