PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
0.1,5.0,707.3614695206732,356.2894974890596,0.025678522341553846,0.3209815292694231,20.12269115867789,0.9380654473727833,0.822622083104599
0.1,1.0,739.9201397673658,361.1081806855701,0.026025814824185235,0.32532268530231545,20.66533566278943,0.8310763999746331,0.8844934361265605
1.0,1.0,156.05464945006386,274.69608811860945,0.01979791626080068,0.2474739532600085,10.934244157501064,0.8585759812041218,0.9194060939476028
1.0,1.0,996.6530402957106,399.10464996376516,0.02876429909648758,0.35955373870609475,24.944217338261844,0.8403544849311356,0.8135317418550417
1.0,5.0,499.56012320419467,325.5348982342208,0.02346197464751141,0.2932746830938926,16.65933538673658,0.910529596520741,0.8996247467091106
1.0,5.0,606.1970205403827,341.3171590399766,0.02459943488576408,0.307492936072051,18.436617009006376,0.9309476906770229,0.8482476412693156
1.0,5.0,284.6784380233443,293.73240882745495,0.02116990333891567,0.2646237917364459,13.077973967055739,0.963801802075608,0.9592360704116061
0.1,1.0,843.6684438733793,376.46292969326015,0.027132463401316045,0.33915579251645056,22.39447406455632,0.8135479482819719,0.8575719039582724
0.1,5.0,426.2410774753125,314.68367946634623,0.022679904826403332,0.28349881033004165,15.437351291255208,0.9778349821490315,0.9510691386826539
1.0,1.0,254.02104187936607,289.19511419814614,0.020842891113379905,0.2605361389172488,12.5670173646561,0.8935652249156074,0.9839027465237358
