Case_sample,PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
Case_sample0,0.1,1.0,181.85842630156537,278.5150470926317,0.0200731565472166,0.2509144568402087,11.36430710502609,0.8497244845044328,0.8152008821401981
Case_sample1,0.1,5.0,221.2195426624946,284.3404923140492,0.0204930084550666,0.2561626056883326,12.020325711041576,0.8603665296522768,0.8379315366736316
Case_sample2,0.1,1.0,126.8662645126054,270.3762071478656,0.0194865734881344,0.2435821686016807,10.44777107521009,0.9207445130662052,0.9015354581167622
Case_sample3,0.1,1.0,244.3570357496788,287.76484129095246,0.0207398083813299,0.2592476047666238,12.40595059582798,0.8879078183225593,0.9119868635124144
Case_sample4,1.0,5.0,553.3666420922459,333.4982630296524,0.0240359108489839,0.3004488856122994,17.55611070153743,0.8074758498916238,0.9517147917489334
Case_sample5,1.0,5.0,760.6749569892797,364.1798936344134,0.0262471995412189,0.3280899942652373,21.011249283154665,0.9526202636760404,0.8783165703217876
Case_sample6,1.0,5.0,623.5603479833984,343.88693150154296,0.0247846437118229,0.3098080463977865,18.726005799723307,0.8099254317943516,0.9802680720851572
Case_sample7,0.1,1.0,912.7651971578638,386.6892491793639,0.0278694954363505,0.3483686929543818,23.54608661929773,0.9317744327235729,0.8398016760388489
Case_sample8,1.0,1.0,544.1221694965376,332.1300810854876,0.0239373031412963,0.299216289266205,17.402036158275628,0.9359603919015044,0.8704941690973578
Case_sample9,0.1,5.0,980.7764585134526,396.754915859991,0.0285949488908101,0.357436861135127,24.679607641890875,0.8373595110434628,0.9673033861802904
Case_sample10,0.1,1.0,781.721311345777,367.294754079175,0.0264716939876882,0.3308961748461035,21.36202185576295,0.9819268425405756,0.8551145586319606
Case_sample11,0.1,5.0,899.7331240390985,384.7605023577866,0.027730486656417,0.3466310832052131,23.328885400651643,0.9470923042127188,0.982350894107862
Case_sample12,1.0,1.0,313.6191089709054,298.015628127694,0.0214786038290229,0.2684825478627873,13.560318482848423,0.8760389826290192,0.8884066667717379
Case_sample13,0.1,5.0,847.5348466726292,377.0351573075491,0.0271737050311747,0.3396713128896839,22.45891411121049,0.8407349361466672,0.861601218383801
Case_sample14,0.1,5.0,645.1418849046279,347.08099896588493,0.025014846772316,0.3126855846539503,19.0856980817438,0.8688183244346699,0.8049097455138022
Case_sample15,0.1,1.0,404.3232519029992,311.43984128164385,0.0224461146869653,0.2805764335870665,15.07205419838332,0.9097998136375955,0.9285291104102894
Case_sample16,0.1,5.0,465.6937299754376,320.5226720363648,0.023100733119738,0.288759163996725,16.094895499590628,0.8235393754442334,0.9169537552640435
Case_sample17,0.1,5.0,355.44241916959004,304.2054780370993,0.0219247191378089,0.274058989222612,14.257373652826502,0.9631949558909918,0.9594096637058912
Case_sample18,0.1,5.0,713.3841839807707,357.18085922915407,0.0257427646291282,0.3217845578641027,20.22306973301284,0.9762839246494834,0.8219217497682383
Case_sample19,0.1,1.0,436.4067514954683,316.1881992213293,0.0227883386826183,0.2848542335327291,15.60677919159114,0.8996009875423049,0.9416520453737864
Case_sample0,1.0,1.0,157.75788417017552,274.948166857186,0.0198160840978152,0.24770105122269,10.96263140283626,0.8290103837627965,0.8663195964740222
Case_sample1,1.0,1.0,101.2842123598744,266.59006342926136,0.0192136982651719,0.2401712283146499,10.02140353933124,0.9147114650449528,0.8500044013320843
Case_sample2,1.0,1.0,552.2485223084434,333.3327813016496,0.0240239842379567,0.3002998029744591,17.53747537180739,0.931637025706609,0.8101114358886263
Case_sample3,0.1,5.0,680.3188005222128,352.2871824772875,0.0253900672055702,0.3173758400696284,19.671980008703542,0.9090927656927758,0.9446533433158514
Case_sample4,0.1,1.0,727.1942932440462,359.22475540011885,0.0258900724612698,0.3236259057658728,20.453238220734104,0.8240441247180108,0.9389233257801234
Case_sample5,0.1,1.0,502.1753877408937,325.92195738565226,0.0234898708025695,0.2936233850321191,16.702923129014895,0.8793450886662183,0.914229698796454
Case_sample6,0.1,5.0,816.3438695725087,372.4188926967313,0.02684100127544,0.3355125159430011,21.939064492875143,0.8501190728901062,0.9803845901522849
Case_sample7,0.1,1.0,347.0042849913724,302.9566341787231,0.0218347123732413,0.2729339046655163,14.11673808318954,0.9500261281796674,0.8771611786031309
Case_sample8,0.1,1.0,243.14752996992357,287.5858344355487,0.0207269069863458,0.2590863373293231,12.385792166165391,0.802088625068223,0.8344531389597152
Case_sample9,0.1,5.0,538.3646801427587,331.2779726611283,0.0238758899215227,0.2984486240190345,17.306078002379312,0.9745003230988069,0.8911689041790664
Case_sample10,1.0,1.0,199.19842481326225,281.0813668723628,0.0202581165313414,0.2532264566417683,11.653307080221037,0.8142997143960349,0.8426814848298488
Case_sample11,1.0,5.0,426.528669382237,314.7262430685711,0.0226829724734105,0.2835371559176316,15.442144489703953,0.961427111657541,0.954642761577538
Case_sample12,1.0,5.0,828.8326428711027,374.2672311449232,0.0269742148572917,0.337177685716147,22.14721071451838,0.9899873517569208,0.801875902251926
Case_sample13,1.0,1.0,753.8418876922866,363.16859937845845,0.0261743134687177,0.3271789183589715,20.897364794871443,0.8951188687264099,0.8228112901034917
Case_sample14,1.0,5.0,621.7437555468429,343.61807582093275,0.0247652667258329,0.3095658340729124,18.69572925911405,0.9642469209571308,0.9137110963137414
Case_sample15,1.0,5.0,959.7604084045114,393.6445404438677,0.0283707776896481,0.3546347211206015,24.32934014007519,0.8933583620456438,0.9865563552964914
Case_sample16,0.1,5.0,312.80130597260666,297.89459328394577,0.0214698805970411,0.2683735074630142,13.546688432876778,0.8607171538743538,0.9042250832680414
Case_sample17,0.1,5.0,912.6379469745784,386.6704161522376,0.0278681381010621,0.3483517262632771,23.54396578290964,0.8681209279357004,0.9678152106465464
