Case_sample,PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
Case_sample0,0.1,1.1,386.7009999850497,293.02555061767737,0.0211189586030757,0.2726640617015279,15.059837898006853,0.860000846615292,0.8400761865438656
Case_sample1,0.11,1.1,381.6206316319383,291.3067100966391,0.0209950782051631,0.2704502971910563,14.945130968861772,0.9054519164642908,0.8538577263879235
Case_sample2,0.11,1.0,452.2397627325495,315.1992737179176,0.0227170647724624,0.3012225001741589,16.53960268910307,0.8178447225707033,0.8331539297941064
Case_sample3,0.11,1.0,400.02769785272073,297.5343709855073,0.021443918629586,0.2784711545598951,15.36073430586449,0.9499098473205944,0.9281174509038148
Case_sample4,0.1,1.1,411.3406728085583,301.3618886802972,0.021719775760742,0.2834007700374321,15.616163937435315,0.8794588737689464,0.8734232509929003
Case_sample5,0.11,1.0,469.967198171139,321.1969951916521,0.0231493329867856,0.3089472092322318,16.939861004926353,0.9371030165636748,0.8867048328822034
Case_sample6,0.1,1.0,477.7601016003331,323.8335674359528,0.0233393562116,0.3123429576988793,17.115812817739215,0.8974490473467978,0.8836127349767728
Case_sample7,0.11,1.1,333.8103248621685,275.13105374903944,0.0198292651350658,0.2496170124752234,13.865647535798129,0.9274740453470922,0.9388752595414108
Case_sample8,0.11,1.0,433.08550849851537,308.718816782632,0.0222500048131625,0.2928760565108986,16.107128992209688,0.912246899747632,0.8967019010272035
Case_sample9,0.11,1.0,369.4708814336377,287.19608631705785,0.0206988170318599,0.2651560578897622,14.670808235103031,0.8864723020831878,0.9204095324718102
Case_sample10,0.1,1.0,360.7671076642714,284.25133940090666,0.020486583019885,0.2613633987480296,14.4742903663847,0.9680098980224716,0.8572276856483495
Case_sample11,0.1,1.1,428.0978644327351,307.03134766053006,0.022128385416975,0.2907026964991336,15.994515635325056,0.9184162683197244,0.9056116714394128
Case_sample12,0.1,1.0,459.42190713334855,317.62920792071634,0.0228921951654569,0.3043521111154275,16.701764499355992,0.8665477666037626,0.8645674712071619
Case_sample13,0.11,1.1,344.43055210273474,278.72419417802826,0.020088230211029,0.2542447639538953,14.105435985949036,0.8192755470437948,0.8947164594259389
Case_sample14,0.11,1.1,357.77726080222334,283.23978480860234,0.0204136781844037,0.2600605765085962,14.40678420771226,0.8348313271483909,0.9128052929507574
Case_sample15,0.11,1.1,324.5131533556236,271.98554263532174,0.0196025616313744,0.2455657809702574,13.655731655860452,0.9613590402314394,0.874962071421109
Case_sample16,0.11,1.1,418.59782743852935,303.81720108649216,0.0218967352134407,0.2865630665974829,15.780019363671324,0.9770417846631628,0.8440653391874414
Case_sample17,0.11,1.1,406.342290425232,299.670786464285,0.0215978945199483,0.2812227308164773,15.503308125802468,0.8503404546061062,0.933550367539426
Case_sample18,0.11,1.1,342.5167066637684,278.0766830404776,0.0200415627416559,0.2534108080639219,14.062224289886151,0.8400233924839143,0.8476138798740364
Case_sample19,0.1,1.0,444.9707240320207,312.7399405753095,0.0225398155369591,0.2980550251443966,16.3754789387723,0.987586996394436,0.9071206242052252
Case_sample0,0.11,1.1,335.8677623148308,275.8271463583425,0.0198794339717723,0.2505135384155973,13.912101319401918,0.9787669937928556,0.9024653847093568
Case_sample1,0.11,1.0,355.86857113913067,282.59401802419166,0.0203671364341759,0.2592288672418714,14.363688921164734,0.9294062088171098,0.867844320038264
Case_sample2,0.1,1.1,325.8216618462862,272.42825018319,0.0196344684816712,0.2461359619998486,13.685275771619745,0.8455231446467714,0.8603399173324475
Case_sample3,0.11,1.1,463.63987755289975,319.05627343442563,0.0229950467340125,0.3061900867447542,16.796999805228094,0.9184090033267766,0.839759711726263
Case_sample4,0.11,1.1,384.2635343725031,292.2008831187318,0.0210595231076562,0.271601938939259,15.004803661140794,0.8365032127810949,0.9334933618340312
Case_sample5,0.1,1.0,403.538766549608,298.72227050949806,0.0215295330096934,0.2800010985983498,15.440008854528012,0.813357177295397,0.9078195437390848
Case_sample6,0.11,1.1,399.0512811327153,297.2040200134686,0.0214201095505201,0.2780456821272012,15.3386883131858,0.8462432462299903,0.8733166593460938
Case_sample7,0.11,1.1,479.2524198641087,324.33846332612814,0.0233757451045857,0.3129932336200439,17.149507076392716,0.983051076031034,0.921003969070852
Case_sample8,0.11,1.1,418.0472649492159,303.63092933408745,0.0218833102222764,0.2863231596429226,15.767588506681802,0.8948656095359568,0.8486543528426698
Case_sample9,0.11,1.0,452.4535656649512,315.2716096428322,0.0227222781724562,0.3013156645494736,16.544430031554132,0.8623129749254139,0.845848828098987
Case_sample10,0.1,1.0,360.7593098864793,284.2487011795196,0.0204863928778031,0.2613600008755651,14.474114304516243,0.952020851029578,0.8828879359672677
Case_sample11,0.11,1.0,430.9777949697666,308.00571427349297,0.0221986100377291,0.2919576228297409,16.059540051881722,0.8740815860091551,0.9251363087596436
Case_sample12,0.1,1.0,371.41135961635473,287.85260810816027,0.0207461339177051,0.2660016189663744,14.71462125769148,0.8698336755038888,0.8309357990653562
