PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
0.1,1.0,603.7273459198246,340.95164719613405,0.024573091689811463,0.30716364612264324,18.39545576533041,0.9840432395664334,0.8692500506412516
1.0,1.0,960.8822337781555,393.810570599167,0.02838274382696699,0.3547842978370874,24.348037229635928,0.8044706855944439,0.8251506654852168
1.0,5.0,128.9778303775294,270.68871889587433,0.01950909685736031,0.2438637107170039,10.482963839625489,0.8228317538585904,0.8928144611717792
0.1,1.0,267.42902160349604,291.1794951973174,0.020985909563770624,0.2623238695471328,12.790483693391602,0.851819420592907,0.9083011045567557
1.0,1.0,862.8006660493659,379.2944985753062,0.0273365404378599,0.3417067554732488,22.7133444341561,0.9286514955974503,0.9294106791816348
0.1,1.0,343.7190893893697,302.4704252296267,0.021799670286819943,0.27249587858524926,14.061984823156163,0.9619985938769247,0.8447695269724645
1.0,1.0,537.9108769089548,331.2108097825253,0.023871049353695516,0.29838811692119394,17.298514615149248,0.9358875617762275,0.9628592303696322
0.1,1.0,664.1362885101747,349.89217069950587,0.02521745374410853,0.3152181718013566,19.402271475169577,0.9097313132257354,0.9492387181568132
1.0,5.0,803.7874521237724,370.5605429143183,0.026707066155986905,0.3338383269498363,21.729790868729538,0.8668555638434469,0.9713198751367771
0.1,5.0,417.8754787896564,313.44557086086917,0.022590671773756333,0.28238339717195415,15.297924646494273,0.8825224155894775,0.8127193986743235
