sample_num,HF_y-25_z20,HF_y-15_z20,HF_y0_z20,HF_y15_z20,HF_y25_z20,HF_y-25_z50,HF_y-15_z50,HF_y0_z50,HF_y15_z50,HF_y25_z50,HF_y-25_z75,HF_y-15_z75,HF_y0_z75,HF_y15_z75,HF_y25_z75,HF_y-25_z100,HF_y-15_z100,HF_y0_z100,HF_y15_z100,HF_y25_z100,RMSE_z20,RMSE_z50,RMSE_z75,RMSE_z100
Case0_sample0,9.670739313793105,23.407268793103444,52.41976486206896,17.09579320689655,9.707709772413795,4.81220915862069,10.63496517931034,19.27262434482758,8.30248622586207,4.967824362068965,2.611239031034483,5.528287153448274,8.521296532758619,4.504481522413793,2.7364343465517234,1.5443774374137929,2.9375694879310337,4.065674837931034,2.4578413017241383,1.584033455517241,28.964289587172075,13.401496865077137,7.267586557062813,3.637718468839537
Case0_sample1,14.61406782758621,34.449532034482765,70.68972405172411,24.9325795862069,14.421873827586204,8.448713651724137,18.507903258620694,33.553973396551726,13.290547956896553,8.204144820689656,4.767034303448276,9.88459859310345,15.43352416551724,7.704244829310346,4.65858586551724,2.63003139137931,5.069470613793102,6.983395499999999,4.133716201724139,2.6782875982758623,23.20171427060387,9.237284421112703,4.2215224595813945,2.0192110903993137
Case0_sample10,18.87085824137931,43.489853948275886,82.78267301724141,32.07829937931034,18.730653068965516,11.833842594827592,26.336183637931033,44.98953431034482,19.867619448275864,11.820366979310343,7.136797924137934,14.918605310344827,23.71839303448275,12.106182444827583,7.374481822413793,3.975000099999999,7.578671200000001,11.666782394827585,6.571741096551723,4.165209806896553,20.447651965539357,9.688424287900064,4.3869279177065135,1.9488700728259851
Case0_sample11,11.022209853448278,26.222932344827587,55.464227931034486,19.517989034482763,11.15939884310345,5.952091953448276,12.623622353448276,22.340434465517248,9.900913100000002,5.938270770689656,3.355152805172415,6.49922686724138,9.973921277586212,5.2888958172413805,3.2499319172413794,1.8825856568965524,3.4103740517241383,4.485942843103448,2.826576341379311,1.8495862482758623,27.05852347494571,11.880829935063696,6.433670152163019,3.2851774021325344
Case0_sample12,25.118570724137932,56.393702913793106,102.93154610344828,43.24672020689655,25.358745500000005,17.498467637931036,39.69876262068964,70.16588877586209,30.606191396551722,17.909231568965517,11.668072018965523,25.58509420689655,39.45844162068966,20.32476277586207,11.885341858620695,6.858574120689652,13.914230070689655,19.05582567241379,11.366484765517244,6.945339220689655,22.449270487280003,20.859918171227278,12.909407166932121,6.637838956643768
Case0_sample13,16.930978913793105,39.76807762068966,76.82677398275857,29.050486879310363,16.777517706896553,10.110651313793102,22.41841539655173,36.52492829310345,16.358233862068964,9.987714989655174,5.7708672862068955,11.549831920689655,17.037378674137933,9.04407636724138,5.777565120689655,3.135085677586207,5.622038056896551,7.729962472413794,4.673708737931034,3.1051221603448274,21.192891198087292,8.19017243372737,3.4305206349379445,1.5944465508639174
Case0_sample14,17.093183172413795,39.83429886206896,78.93112750000002,29.781025724137933,17.129667362068965,10.153815987931035,23.24296613793103,40.046792482758605,17.20453313793104,10.245503151724142,6.045547882758621,12.851149505172412,19.07405937931034,9.753094477586206,5.9330453068965525,3.5216391051724134,6.755157665517241,8.401106320689655,5.239350736206897,3.3572962896551726,21.24169662214613,8.851505046231818,3.511356554118341,1.4576269556248862
Case0_sample15,16.051049189655174,37.47579310344827,75.20474017241378,27.412198620689654,15.827394689655174,9.290486050000002,20.354403396551724,36.15069386206897,15.347231672413791,9.290752505172412,5.20298452586207,10.813619198275866,16.992480186206897,8.772692177586208,5.419468256896553,2.8265152637931044,5.565684670689655,7.523573227586206,4.567700048275862,2.9475543482758613,22.044095771994886,8.657588234102944,3.6255858126840237,1.7415636307631928
Case0_sample16,12.050137189655171,28.56725560344828,60.717605310344815,21.731631568965522,12.272317689655171,6.3702740827586215,13.80409989137931,26.934272999999997,11.416058041379307,6.739616760344829,3.565099986206895,7.555523777586207,12.084723693103454,6.183467408620688,3.7092863982758626,2.190301479310345,4.04258299137931,5.475839608620691,3.1637176637931046,2.0394534620689657,25.50182130728414,10.786382020191631,5.558522993190345,2.8254944344568167
Case0_sample17,23.690347931034488,53.53158098275862,94.77770862068964,40.06994787931035,23.43100962068965,16.117000810344827,34.88731432758621,57.2557115689655,26.606340396551712,15.720858482758615,10.220967986206896,21.311963827586197,30.666177913793096,16.16123475862069,9.77363227758621,5.782836798275864,11.18478060517241,15.044507227586205,9.069805424137932,5.706084146551725,20.278448389316978,14.738996925604242,8.315867902452933,4.20189447796478
