PATH_LENGTH,ANGLE_INCREMENT,NUMBER_RADIATION_ANGLES,HRRPUA,SOOT_YIELD,RADIATIVE_FRACTION,TMPA,EMISSIVITY_Burner,EMISSIVITY_Panel
0.1,5.0,381.86644784449624,393.9554826148321,0.019697774130741603,0.2626369884098881,16.263698840988805,0.8348312858949638,0.8240755072535964
0.1,1.0,899.7956682502146,566.5985560834049,0.028329927804170242,0.37773237072226995,27.77323707222699,0.8167826825137265,0.9372877059810846
0.1,5.0,464.6585494718072,421.55284982393573,0.021077642491196785,0.2810352332159572,18.103523321595716,0.8269936659529468,0.8424390244028356
1.0,5.0,939.7216007191546,579.9072002397181,0.02899536001198591,0.38660480015981213,28.660480015981214,0.946769623104573,0.8329894500023496
0.1,5.0,788.9390730655806,529.6463576885269,0.026482317884426343,0.35309757179235124,25.309757179235124,0.8951241992275144,0.9503208810170678
0.1,5.0,484.7675109493603,428.2558369831201,0.021412791849156003,0.2855038913220801,18.550389132208007,0.9269543568456371,0.919750700687648
1.0,5.0,598.7477052921951,466.24923509739835,0.023312461754869916,0.31083282339826557,21.083282339826557,0.9011698493034149,0.9288107736026494
0.1,5.0,669.1727613319566,489.72425377731884,0.024486212688865944,0.3264828358515459,22.64828358515459,0.8471208571728568,0.9892877104037539
0.1,5.0,421.5075819603847,407.1691939867949,0.020358459699339745,0.27144612932452994,17.144612932452993,0.8813339179503907,0.9005015637289685
0.1,5.0,355.0272594232028,385.00908647440093,0.019250454323720044,0.2566727243162673,15.667272431626728,0.8644100890462187,0.8182313439435273
0.1,5.0,987.3263414242333,595.7754471414112,0.029788772357070552,0.39718363142760743,29.71836314276074,0.8199701737415082,0.9534826613035657
1.0,5.0,858.823808887692,552.9412696292306,0.027647063481461533,0.3686275130861538,26.86275130861538,0.9855453364916243,0.8107865010097869
1.0,5.0,161.17836971966324,320.3927899065544,0.01601963949532772,0.2135951932710363,11.359519327103627,0.969038968777642,0.8917615961698522
0.1,5.0,587.8975161072832,462.63250536909436,0.02313162526845472,0.30842167024606293,20.842167024606294,0.8004157678662402,0.9136487470475826
0.1,5.0,137.59397846229,312.5313261540967,0.015626566307704832,0.20835421743606447,10.835421743606444,0.8577226098638878,0.8043395535847223
0.1,1.0,658.665577504748,486.22185916824935,0.024311092958412467,0.32414790611216626,22.414790611216624,0.8806125738966095,0.96402293986228
0.1,5.0,965.8218316523051,588.607277217435,0.02943036386087175,0.3924048514782901,29.240485147829002,0.8746986913402519,0.8780838275422838
1.0,1.0,224.3999708408229,341.466656946941,0.017073332847347047,0.22764443796462733,12.764443796462732,0.9341206386800395,0.9087935475725162
1.0,1.0,804.2513281772198,534.75044272574,0.026737522136286995,0.3565002951504933,25.65002951504933,0.811751080777398,0.8891577326991569
0.1,1.0,275.2280074739475,358.4093358246492,0.017920466791232458,0.23893955721643279,13.893955721643279,0.8915886949654444,0.8992561602431799
1.0,5.0,237.57726682565988,345.8590889418866,0.01729295444709433,0.23057272596125777,13.057272596125776,0.9597686649447006,0.884933506427091
0.1,1.0,619.1911432785785,473.0637144261928,0.02365318572130964,0.3153758096174619,21.537580961746187,0.9303435422846398,0.8699465911424209
0.1,1.0,453.28786189336836,417.7626206311228,0.020888131031556137,0.27850841375408186,17.850841375408187,0.9742329858824132,0.8626776740188837
0.1,5.0,559.7524576497982,453.25081921659944,0.02266254096082997,0.3021672128110663,20.216721281106626,0.9641823981693749,0.9734150187642261
1.0,1.0,207.9101970936399,335.97006569787993,0.016798503284893997,0.22398004379858666,12.398004379858664,0.9392825781632093,0.8094907586058493
1.0,1.0,522.6604881362522,440.8868293787507,0.022044341468937537,0.2939245529191672,19.392455291916715,0.8055217505447138,0.8198192740172056
0.1,1.0,921.4076653517644,573.8025551172548,0.028690127755862736,0.3825350367448366,28.253503674483653,0.9551962298283454,0.8713132549071675
1.0,1.0,181.7286235233023,327.24287450776745,0.01636214372538837,0.21816191633851165,11.816191633851163,0.8330638091052437,0.8547567774252318
1.0,5.0,764.7126002213694,521.5708667404565,0.026078543337022822,0.3477139111603043,24.77139111603043,0.9115646044927038,0.958164191129228
1.0,5.0,882.0700619918471,560.6900206639491,0.028034501033197448,0.37379334710929935,27.379334710929935,0.9056905741384733,0.9786560854448965
0.1,5.0,749.4262005529791,516.4754001843264,0.025823770009216318,0.3443169334562176,24.43169334562176,0.9156900855198322,0.9708778052144134
1.0,1.0,709.084392834678,503.0281309448927,0.025151406547244633,0.33535208729659516,23.535208729659516,0.8867756302981414,0.9271638972993654
1.0,1.0,688.2379876760083,496.0793292253361,0.024803966461266806,0.33071955281689075,23.071955281689075,0.9839533826035842,0.8582888760198335
0.1,5.0,413.48247121118794,404.494157070396,0.020224707853519798,0.269662771380264,16.9662771380264,0.8552907530592417,0.916450372662823
0.1,5.0,293.48022387040044,364.4934079568001,0.018224670397840006,0.24299560530453346,14.299560530453343,0.8422539979329196,0.9441392246992613
0.1,5.0,316.1672354160196,372.0557451386732,0.01860278725693366,0.24803716342578214,14.803716342578213,0.8513192852868681,0.9827255029009854
1.0,5.0,825.8151088037162,541.9383696012387,0.027096918480061936,0.36129224640082586,26.129224640082583,0.8708009259055322,0.8373951680598571
0.1,1.0,115.62300717871612,305.207669059572,0.015260383452978601,0.20347177937304803,10.347177937304803,0.9508065696257201,0.9399838817586318
0.1,1.0,345.67314586886755,381.89104862295585,0.019094552431147792,0.25459403241530393,15.45940324153039,0.9764532332941331,0.8492831722711456
0.1,5.0,529.6022951051675,443.20076503505584,0.022160038251752792,0.29546717669003725,19.546717669003723,0.9218514875658766,0.8458450090036875
